Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
ἀπολύειν	ἀπολύω	-	-	present	active	infinitive	-	-	I release, send away; I destroy	verb	8	-	Mt 27:15,Ac 3:13	to discharge
ἀπολύεις	ἀπολύω	-	-	present	active	indicative	second person	singular	I release, send away; I destroy	verb	8	-	Lk 2:29	to allow to die ⇔ dismiss
ἀπολύετε	ἀπολύω	-	-	present	active	imperative	second person	plural	I release, send away; I destroy	verb	8	-	Lk 6:37	to forgive ⇔ remit
ἀπολύσας	ἀπολύω	masculine	nominative	aorist	active	participle	-	singular	I release, send away; I destroy	verb	8	-	Mt 14:23,Mt 15:39	to dismiss
ἀπολύσασα	ἀπολύω	feminine	nominative	aorist	active	participle	-	singular	I release, send away; I destroy	verb	8	-	Mk 10:12	to divorce ⇔ send away
ἀπολύσω	ἀπολύω	-	-	aorist	active	subjunctive	first person	singular	I release, send away; I destroy	verb	8	-	Mk 8:3	to dismiss
ἀπολύσω	ἀπολύω	-	-	aorist	active	subjunctive	first person	singular	I release, send away; I destroy	verb	8	-	Mt 27:17,Mt 27:21,Mk 15:9,Jn 18:39,Jn 18:39	to discharge
ἀπολύσω	ἀπολύω	-	-	future	active	indicative	first person	singular	I release, send away; I destroy	verb	8	-	Lk 23:16,Lk 23:22	to discharge
ἀπολύσῃ	ἀπολύω	-	-	aorist	active	subjunctive	third person	singular	I release, send away; I destroy	verb	8	-	Mk 15:11	to discharge
ἀπολύσῃ	ἀπολύω	-	-	aorist	active	subjunctive	third person	singular	I release, send away; I destroy	verb	8	-	Mt 14:22	to dismiss
ἀπολύσῃ	ἀπολύω	-	-	aorist	active	subjunctive	third person	singular	I release, send away; I destroy	verb	8	-	Mt 5:31,Mt 19:9,Mk 10:11	to divorce ⇔ send away
ἀπολύσῃς	ἀπολύω	-	-	aorist	active	subjunctive	second person	singular	I release, send away; I destroy	verb	8	-	Jn 19:12	to discharge
ἀπολύων	ἀπολύω	masculine	nominative	present	active	participle	-	singular	I release, send away; I destroy	verb	8	-	Mt 5:32,Lk 16:18	to divorce ⇔ send away
ἀπολῦσαί	ἀπολύω	-	-	aorist	active	infinitive	-	-	I release, send away; I destroy	verb	8	-	Jn 19:10	to discharge
ἀπολῦσαι	ἀπολύω	-	-	aorist	active	infinitive	-	-	I release, send away; I destroy	verb	8	-	Lk 23:20,Jn 19:12,Ac 28:18	to discharge
ἀπολῦσαι	ἀπολύω	-	-	aorist	active	infinitive	-	-	I release, send away; I destroy	verb	8	-	Mt 1:19,Mt 19:3,Mt 19:7,Mt 19:8,Mk 10:2,Mk 10:4	to divorce ⇔ send away
ἀπολῦσαι	ἀπολύω	-	-	aorist	active	infinitive	-	-	I release, send away; I destroy	verb	8	-	Mt 15:32	to dismiss
ἀπόλυσον	ἀπολύω	-	-	aorist	active	imperative	second person	singular	I release, send away; I destroy	verb	8	-	Lk 23:18,Ac 16:35	to discharge
ἀπόλυσον	ἀπολύω	-	-	aorist	active	imperative	second person	singular	I release, send away; I destroy	verb	8	-	Mt 14:15,Mt 15:23,Mk 6:36,Lk 9:12	to dismiss
Ἀπολυθέντες	ἀπολύω	masculine	nominative	aorist	passive	participle	-	plural	I release, send away; I destroy	verb	8	-	Ac 4:23	to be discharged
ἀπέσταλκέν	ἀποστέλλω	-	-	perfect	active	indicative	third person	singular	I send out	verb	18	-	Lk 4:18,Jn 20:21,Ac 9:17	to dispatch
ἀπέσταλκα	ἀποστέλλω	-	-	perfect	active	indicative	first person	singular	I send out	verb	18	-	Ac 10:20,2 Co 12:17	to dispatch
ἀπέσταλκαν	ἀποστέλλω	-	-	perfect	active	indicative	third person	plural	I send out	verb	18	-	Ac 16:36	to dispatch
ἀπέσταλκεν	ἀποστέλλω	-	-	perfect	active	indicative	third person	singular	I send out	verb	18	-	Jn 5:36,Ac 7:35,1 Jn 4:9,1 Jn 4:14	to dispatch
ἀπέστειλέν	ἀποστέλλω	-	-	aorist	active	indicative	third person	singular	I send out	verb	18	-	Jn 6:57,1 Co 1:17	to dispatch
ἀπέστειλα	ἀποστέλλω	-	-	aorist	active	indicative	first person	singular	I send out	verb	18	-	Jn 4:38	to be dispatched (state)
ἀπέστειλα	ἀποστέλλω	-	-	aorist	active	indicative	first person	singular	I send out	verb	18	-	Lk 22:35,Jn 17:18,2 Ti 4:12	to dispatch
ἀπέστειλαν	ἀποστέλλω	-	-	aorist	active	indicative	third person	plural	I send out	verb	18	-	Ac 9:38	to send for
ἀπέστειλαν	ἀποστέλλω	-	-	aorist	active	indicative	third person	plural	I send out	verb	18	-	Mt 14:35,Mk 3:31,Mk 12:3,Lk 19:14,Lk 20:20,Jn 1:19,Jn 7:32,Jn 11:3,Ac 5:21,Ac 8:14,Ac 13:15,Ac 16:35	to dispatch
ἀπέστειλας	ἀποστέλλω	-	-	aorist	active	indicative	second person	singular	I send out	verb	18	-	Jn 11:42,Jn 17:3,Jn 17:8,Jn 17:18,Jn 17:21,Jn 17:23,Jn 17:25	to dispatch
ἀπέστειλεν	ἀποστέλλω	-	-	aorist	active	indicative	third person	singular	I send out	verb	18	-	Mt 10:5,Mt 20:2,Mt 21:1,Mt 21:34,Mt 21:36,Mt 21:37,Mt 22:3,Mt 22:4,Mt 27:19,Mk 8:26,Mk 12:2,Mk 12:4,Mk 12:5,Mk 12:6,Lk 7:3,Lk 7:20,Lk 9:2,Lk 9:52,Lk 10:1,Lk 14:17,Lk 19:29,Lk 20:10,Lk 22:8,Jn 3:17,Jn 3:34,Jn 5:38,Jn 6:29,Jn 7:29,Jn 8:42,Jn 10:36,Jn 18:24,Ac 3:26,Ac 10:8,Ac 10:36,1 Jn 4:10,Re 22:6	to dispatch
ἀπεστάλη	ἀποστέλλω	-	-	aorist	passive	indicative	third person	singular	I send out	verb	18	-	Ac 28:28	to dispatch
ἀπεστάλη	ἀποστέλλω	-	-	aorist	passive	indicative	third person	singular	I send out	verb	18	-	Lk 1:26	to be dispatched (state)
ἀπεστάλην	ἀποστέλλω	-	-	aorist	passive	indicative	first person	singular	I send out	verb	18	-	Mt 15:24,Lk 1:19,Lk 4:43	to be dispatched (state)
ἀπεστάλκαμεν	ἀποστέλλω	-	-	perfect	active	indicative	first person	plural	I send out	verb	18	-	Ac 15:27	to dispatch
ἀπεστάλκατε	ἀποστέλλω	-	-	perfect	active	indicative	second person	plural	I send out	verb	18	-	Jn 5:33	to dispatch
ἀπεσταλμένοι	ἀποστέλλω	masculine	nominative	perfect	passive	participle	-	plural	I send out	verb	18	-	Lk 19:32,Jn 1:24,Ac 10:17,Ac 11:11,Re 5:6	to be dispatched (state)
ἀπεσταλμένος	ἀποστέλλω	masculine	nominative	perfect	passive	participle	-	singular	I send out	verb	18	-	Jn 1:6,Jn 3:28,Jn 9:7	to be dispatched (state)
ἀπεσταλμένους	ἀποστέλλω	masculine	accusative	perfect	passive	participle	-	plural	I send out	verb	18	-	Mt 23:37,Lk 13:34	to be dispatched (state)
ἀποστέλλει	ἀποστέλλω	-	-	present	active	indicative	third person	singular	I send out	verb	18	-	Mk 4:29	to send for
ἀποστέλλει	ἀποστέλλω	-	-	present	active	indicative	third person	singular	I send out	verb	18	-	Mk 11:1,Mk 11:3,Mk 14:13	to dispatch
ἀποστέλλειν	ἀποστέλλω	-	-	present	active	infinitive	-	-	I send out	verb	18	-	Mk 6:7	to dispatch
ἀποστέλλουσιν	ἀποστέλλω	-	-	present	active	indicative	third person	plural	I send out	verb	18	-	Mt 22:16,Mk 12:13	to dispatch
ἀποστέλλω	ἀποστέλλω	-	-	present	active	indicative	first person	singular	I send out	verb	18	-	Mt 10:16,Mt 11:10,Mt 23:34,Mk 1:2,Lk 7:27,Lk 10:3,Lk 24:49,Ac 26:17	to dispatch
ἀποστέλλῃ	ἀποστέλλω	-	-	present	active	subjunctive	third person	singular	I send out	verb	18	-	Mk 3:14	to dispatch
ἀποσταλέντι	ἀποστέλλω	neuter	dative	aorist	passive	participle	-	singular	I send out	verb	18	-	1 Pe 1:12	to be dispatched (state)
ἀποσταλῶσιν	ἀποστέλλω	-	-	aorist	passive	subjunctive	third person	plural	I send out	verb	18	-	Ro 10:15	to dispatch
ἀποστείλαντά	ἀποστέλλω	masculine	accusative	aorist	active	participle	-	singular	I send out	verb	18	-	Mt 10:40,Mk 9:37,Lk 9:48,Lk 10:16	to dispatch
ἀποστείλαντας	ἀποστέλλω	masculine	accusative	aorist	active	participle	-	plural	I send out	verb	18	-	Ac 15:33	to dispatch
ἀποστείλαντες	ἀποστέλλω	masculine	nominative	aorist	active	participle	-	plural	I send out	verb	18	-	Ac 11:30	to dispatch
ἀποστείλας	ἀποστέλλω	masculine	nominative	aorist	active	participle	-	singular	I send out	verb	18	-	Mt 2:16,Mk 6:17,Mk 6:27,Lk 14:32,Ac 19:22,Re 1:1	to dispatch
ἀποστείλας	ἀποστέλλω	masculine	nominative	aorist	active	participle	-	singular	I send out	verb	18	-	Ac 7:14	to send for
ἀποστείλω	ἀποστέλλω	-	-	aorist	active	subjunctive	first person	singular	I send out	verb	18	-	Ac 7:34	to dispatch
ἀποστείλῃ	ἀποστέλλω	-	-	aorist	active	subjunctive	third person	singular	I send out	verb	18	-	Mk 5:10,Ac 3:20	to dispatch
ἀποστελεῖ	ἀποστέλλω	-	-	future	active	indicative	third person	singular	I send out	verb	18	-	Mt 13:41,Mt 21:3,Mt 24:31,Mk 13:27	to dispatch
ἀποστελλόμενα	ἀποστέλλω	neuter	nominative	present	passive	participle	-	plural	I send out	verb	18	-	Heb 1:14	to be dispatched (state)
ἀποστελῶ	ἀποστέλλω	-	-	future	active	indicative	first person	singular	I send out	verb	18	-	Lk 11:49	to dispatch
ἀποστεῖλαι	ἀποστέλλω	-	-	aorist	active	infinitive	-	-	I send out	verb	18	-	Lk 4:18	to dispatch
ἀπόστειλον	ἀποστέλλω	-	-	aorist	active	imperative	second person	singular	I send out	verb	18	-	Mt 8:31,Ac 11:13	to dispatch
ἀποστολὴν	ἀποστολή	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Ro 1:5,Ga 2:8	apostleship (office)
ἀποστολῆς	ἀποστολή	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Ac 1:25,1 Co 9:2	apostleship (office)
ἀπʼ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Lk 1:70,Ac 3:21,Ac 15:18	from long ago ⇔ from eternity
ἀπʼ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Mt 7:23,Mt 8:30,Mt 9:15,Mt 11:29,Mt 13:12,Mt 15:8,Mt 17:18,Mt 19:4,Mt 19:8,Mt 20:20,Mt 22:46,Mt 23:39,Mt 24:21,Mt 24:31,Mt 25:28,Mt 25:29,Mt 25:32,Mt 25:41,Mt 26:29,Mt 26:39,Mt 26:64,Mt 27:51,Mk 1:42,Mk 2:20,Mk 2:21,Mk 4:25,Mk 7:4,Mk 7:6,Mk 13:19,Mk 13:27,Mk 14:35,Mk 14:36,Mk 15:21,Mk 15:38,Lk 1:2,Lk 1:38,Lk 2:15,Lk 4:13,Lk 4:35,Lk 4:35,Lk 4:42,Lk 5:2,Lk 5:8,Lk 5:13,Lk 5:35,Lk 6:13,Lk 8:18,Lk 8:37,Lk 8:43,Lk 8:46,Lk 9:33,Lk 9:39,Lk 9:45,Lk 12:58,Lk 13:27,Lk 16:3,Lk 17:29,Lk 18:34,Lk 19:24,Lk 21:11,Lk 22:41,Lk 22:42,Lk 22:43,Lk 23:26,Lk 24:31,Lk 24:51,Jn 5:30,Jn 7:17,Jn 7:28,Jn 8:28,Jn 8:42,Jn 8:44,Jn 10:5,Jn 10:18,Jn 10:18,Jn 11:53,Jn 12:36,Jn 13:19,Jn 14:7,Jn 14:10,Jn 15:27,Jn 19:27,Ac 12:10,Ac 13:13,Ac 15:38,Ac 15:39,Ac 16:18,Ac 19:9,Ac 19:12,Ac 21:1,Ac 22:29,Ac 26:4,Ro 1:18,Ro 16:17,2 Co 12:8,Ga 1:1,1 Th 2:6,1 Th 4:16,2 Th 1:7,Heb 12:25,1 Pe 1:12,2 Pe 3:4,1 Jn 1:1,1 Jn 1:5,1 Jn 2:7,1 Jn 2:13,1 Jn 2:14,1 Jn 2:24,1 Jn 2:24,1 Jn 2:27,1 Jn 2:28,1 Jn 3:8,1 Jn 3:11,1 Jn 3:17,1 Jn 3:22,1 Jn 4:21,1 Jn 5:15,2 Jn 5,2 Jn 6,Re 9:6,Re 14:13,Re 18:15	-
ἀπό	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Ac 28:23	-
ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Eph 3:9,Col 1:26	from long ago ⇔ from eternity
ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition, adverb	13	-	Jn 11:18	-
ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Ro 15:15,Ro 15:24,2 Co 1:14,2 Co 2:5	partially
ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Lk 14:18	unanimously ⇔ of one (mind)
ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Mt 1:17,Mt 1:17,Mt 1:17,Mt 1:21,Mt 1:24,Mt 2:1,Mt 2:16,Mt 3:4,Mt 3:7,Mt 3:13,Mt 3:16,Mt 4:25,Mt 5:18,Mt 5:29,Mt 5:30,Mt 5:42,Mt 6:13,Mt 7:15,Mt 7:16,Mt 7:16,Mt 7:16,Mt 7:20,Mt 8:1,Mt 8:11,Mt 8:34,Mt 9:16,Mt 9:22,Mt 10:17,Mt 10:28,Mt 11:12,Mt 11:19,Mt 11:25,Mt 12:38,Mt 12:43,Mt 13:35,Mt 13:44,Mt 14:2,Mt 14:13,Mt 14:24,Mt 14:26,Mt 14:29,Mt 15:1,Mt 15:22,Mt 15:27,Mt 15:27,Mt 15:28,Mt 16:6,Mt 16:11,Mt 16:12,Mt 16:12,Mt 16:21,Mt 17:18,Mt 17:25,Mt 17:25,Mt 17:25,Mt 17:26,Mt 18:7,Mt 18:8,Mt 18:9,Mt 18:35,Mt 19:1,Mt 20:8,Mt 20:29,Mt 21:8,Mt 21:11,Mt 23:33,Mt 23:34,Mt 23:35,Mt 24:1,Mt 24:27,Mt 24:29,Mt 25:32,Mt 25:34,Mt 26:16,Mt 26:47,Mt 26:58,Mt 27:9,Mt 27:21,Mt 27:24,Mt 27:40,Mt 27:42,Mt 27:55,Mt 27:55,Mt 27:57,Mt 27:64,Mt 28:4,Mt 28:7,Mt 28:8,Mk 1:9,Mk 3:7,Mk 3:7,Mk 3:8,Mk 3:8,Mk 3:22,Mk 5:6,Mk 5:17,Mk 5:29,Mk 5:34,Mk 5:35,Mk 6:33,Mk 6:43,Mk 7:1,Mk 7:17,Mk 7:28,Mk 7:33,Mk 8:3,Mk 8:11,Mk 8:15,Mk 10:6,Mk 10:46,Mk 11:12,Mk 11:13,Mk 12:2,Mk 12:34,Mk 12:38,Mk 14:54,Mk 15:30,Mk 15:32,Mk 15:40,Mk 15:43,Mk 15:45,Mk 16:8,Mk 16:8,Lk 1:26,Lk 1:48,Lk 1:52,Lk 2:4,Lk 2:36,Lk 3:7,Lk 4:1,Lk 4:38,Lk 4:41,Lk 5:3,Lk 5:10,Lk 5:15,Lk 5:36,Lk 5:36,Lk 6:17,Lk 6:18,Lk 6:18,Lk 6:29,Lk 6:30,Lk 7:6,Lk 7:21,Lk 7:35,Lk 8:2,Lk 8:12,Lk 8:29,Lk 8:33,Lk 8:43,Lk 9:5,Lk 9:5,Lk 9:22,Lk 9:37,Lk 9:38,Lk 9:54,Lk 10:21,Lk 10:30,Lk 11:24,Lk 11:50,Lk 11:50,Lk 11:51,Lk 11:51,Lk 12:1,Lk 12:4,Lk 12:15,Lk 12:20,Lk 12:52,Lk 13:15,Lk 13:16,Lk 13:29,Lk 13:29,Lk 16:16,Lk 16:18,Lk 16:21,Lk 16:21,Lk 16:23,Lk 16:30,Lk 17:25,Lk 17:29,Lk 18:3,Lk 19:3,Lk 19:26,Lk 19:39,Lk 19:42,Lk 20:10,Lk 20:46,Lk 21:26,Lk 22:18,Lk 22:18,Lk 22:45,Lk 22:45,Lk 22:69,Lk 22:71,Lk 23:5,Lk 23:49,Lk 23:49,Lk 23:51,Lk 24:2,Lk 24:9,Lk 24:13,Lk 24:27,Lk 24:27,Lk 24:41,Lk 24:47,Jn 1:44,Jn 1:45,Jn 3:2,Jn 6:38,Jn 7:42,Jn 8:9,Jn 8:11,Jn 11:1,Jn 12:21,Jn 13:3,Jn 16:30,Jn 18:28,Jn 18:34,Jn 19:38,Jn 21:2,Jn 21:6,Jn 21:8,Jn 21:8,Jn 21:10,Ac 1:4,Ac 1:9,Ac 1:12,Ac 1:22,Ac 2:5,Ac 2:17,Ac 2:18,Ac 2:22,Ac 2:40,Ac 3:20,Ac 3:24,Ac 3:26,Ac 4:36,Ac 5:2,Ac 5:3,Ac 5:38,Ac 5:41,Ac 6:9,Ac 7:45,Ac 8:10,Ac 8:22,Ac 8:26,Ac 8:33,Ac 8:35,Ac 9:8,Ac 9:13,Ac 9:18,Ac 10:23,Ac 10:30,Ac 10:37,Ac 10:38,Ac 11:11,Ac 11:19,Ac 11:27,Ac 12:1,Ac 12:14,Ac 12:19,Ac 12:20,Ac 13:8,Ac 13:13,Ac 13:14,Ac 13:23,Ac 13:29,Ac 13:31,Ac 13:38,Ac 13:50,Ac 14:15,Ac 14:19,Ac 15:1,Ac 15:4,Ac 15:5,Ac 15:19,Ac 15:33,Ac 15:38,Ac 16:11,Ac 16:33,Ac 16:39,Ac 16:40,Ac 17:2,Ac 17:13,Ac 17:27,Ac 18:2,Ac 18:2,Ac 18:5,Ac 18:6,Ac 18:16,Ac 18:21,Ac 19:12,Ac 20:6,Ac 20:9,Ac 20:18,Ac 20:26,Ac 21:7,Ac 21:10,Ac 21:16,Ac 21:21,Ac 21:27,Ac 22:11,Ac 22:22,Ac 23:21,Ac 23:23,Ac 23:34,Ac 24:19,Ac 25:1,Ac 25:7,Ac 26:18,Ac 26:22,Ac 27:21,Ac 27:34,Ac 27:44,Ac 28:3,Ac 28:21,Ac 28:23,Ro 1:7,Ro 1:20,Ro 5:9,Ro 5:14,Ro 6:7,Ro 6:18,Ro 6:22,Ro 7:2,Ro 7:3,Ro 7:6,Ro 8:2,Ro 8:21,Ro 8:35,Ro 8:39,Ro 9:3,Ro 11:25,Ro 11:26,Ro 15:19,Ro 15:23,Ro 15:31,1 Co 1:3,1 Co 1:30,1 Co 4:5,1 Co 6:19,1 Co 7:10,1 Co 7:27,1 Co 10:14,1 Co 11:23,2 Co 1:2,2 Co 1:16,2 Co 3:18,2 Co 3:18,2 Co 5:6,2 Co 5:16,2 Co 7:1,2 Co 7:13,2 Co 8:10,2 Co 9:2,2 Co 11:3,2 Co 11:9,Ga 1:3,Ga 1:6,Ga 2:12,Ga 4:24,Ga 5:4,Eph 1:2,Eph 6:23,Php 1:2,Php 1:5,Php 1:28,Php 4:15,Col 1:2,Col 1:7,Col 1:23,Col 1:26,Col 2:20,Col 3:24,1 Th 1:9,1 Th 4:3,1 Th 5:22,2 Th 1:2,2 Th 1:9,2 Th 1:9,2 Th 2:2,2 Th 3:2,2 Th 3:3,2 Th 3:6,1 Ti 1:2,1 Ti 3:7,1 Ti 6:10,2 Ti 1:2,2 Ti 1:3,2 Ti 2:19,2 Ti 2:21,2 Ti 3:15,2 Ti 4:4,2 Ti 4:18,Tt 1:4,Tt 2:14,Phm 3,Heb 3:12,Heb 4:3,Heb 4:4,Heb 4:10,Heb 4:10,Heb 5:7,Heb 6:1,Heb 6:7,Heb 7:1,Heb 7:2,Heb 7:26,Heb 8:11,Heb 9:14,Heb 9:26,Heb 10:22,Heb 11:34,Heb 12:15,Heb 13:24,Jas 1:13,Jas 1:17,Jas 1:27,Jas 5:19,1 Pe 3:10,1 Pe 3:11,1 Pe 4:17,2 Pe 1:21,1 Jn 1:7,1 Jn 1:9,1 Jn 2:20,1 Jn 5:21,3 Jn 7,Jud 14,Jud 23,Re 1:4,Re 1:4,Re 1:5,Re 3:12,Re 6:16,Re 6:16,Re 7:2,Re 9:18,Re 12:6,Re 12:14,Re 13:8,Re 14:3,Re 14:4,Re 14:20,Re 16:12,Re 16:17,Re 17:8,Re 18:10,Re 18:14,Re 18:14,Re 18:15,Re 18:17,Re 19:5,Re 20:11,Re 21:2,Re 21:10,Re 21:13,Re 21:13,Re 21:13,Re 21:13,Re 22:19,Re 22:19,Ac 20:9	-
ἀφʼ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Mt 21:43,Lk 7:45,Lk 8:2,Lk 8:35,Lk 8:38,Lk 12:57,Lk 13:7,Lk 13:25,Lk 21:30,Lk 24:21,Jn 5:19,Jn 7:18,Jn 11:51,Jn 15:4,Jn 16:13,Jn 16:22,Ac 1:11,Ac 1:22,Ac 1:25,Ac 15:7,Ac 20:18,Ac 24:11,1 Co 14:36,2 Co 2:3,2 Co 3:5,Ga 3:2,Eph 4:31,Col 1:6,Col 1:9,1 Th 1:8,1 Th 2:6,1 Th 2:17,1 Th 3:6,Heb 5:8,Heb 7:13,Heb 11:12,Heb 11:15,Jas 4:7,Jas 5:4,1 Pe 4:17,2 Pe 3:4,Re 16:18	-
Ἀπὸ	ἀπό	-	-	-	-	-	-	-	+gen., from	preposition	13	-	Mt 4:17,Mt 16:21,Mt 24:32,Mt 27:45,Mk 13:28,Ac 20:17,Ga 2:6	-
ἀπολέσαι	ἀπόλλυμι	-	-	aorist	active	infinitive	-	-	I destroy; (middle: I perish)	verb	28	-	Jas 4:12	to destroy (spiritually)
ἀπολέσαι	ἀπόλλυμι	-	-	aorist	active	infinitive	-	-	I destroy; (middle: I perish)	verb	28	-	Mt 10:28,Mk 1:24,Lk 4:34	to destroy (damage)
ἀπολέσαι	ἀπόλλυμι	-	-	aorist	active	infinitive	-	-	I destroy; (middle: I perish)	verb	28	-	Mt 2:13,Lk 6:9,Lk 19:47	to kill ⇔ destroy
ἀπολέσας	ἀπόλλυμι	masculine	nominative	aorist	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Mt 10:39	to die ⇔ lose one’s life, to lose (fail)
ἀπολέσας	ἀπόλλυμι	masculine	nominative	aorist	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 9:25	to destroy (do away with)
ἀπολέσας	ἀπόλλυμι	masculine	nominative	aorist	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:4	to lose
ἀπολέσει	ἀπόλλυμι	-	-	future	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 10:39,Mt 16:25,Mk 8:35,Mk 8:35,Lk 9:24	to lose, to die ⇔ lose one’s life
ἀπολέσει	ἀπόλλυμι	-	-	future	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 21:41,Mk 12:9,Lk 20:16	to kill ⇔ destroy
ἀπολέσει	ἀπόλλυμι	-	-	future	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Lk 17:33	to lose
ἀπολέσητε	ἀπόλλυμι	-	-	aorist	active	subjunctive	second person	plural	I destroy; (middle: I perish)	verb	28	-	2 Jn 8	to lose
ἀπολέσθαι	ἀπόλλυμι	-	-	aorist	middle	infinitive	-	-	I destroy; (middle: I perish)	verb	28	-	Lk 13:33	to die
ἀπολέσθαι	ἀπόλλυμι	-	-	aorist	middle	infinitive	-	-	I destroy; (middle: I perish)	verb	28	-	2 Pe 3:9	to perish (spiritually)
ἀπολέσω	ἀπόλλυμι	-	-	aorist	active	subjunctive	first person	singular	I destroy; (middle: I perish)	verb	28	-	Jn 6:39	to lose
ἀπολέσωσιν	ἀπόλλυμι	-	-	aorist	active	subjunctive	third person	plural	I destroy; (middle: I perish)	verb	28	-	Mt 12:14,Mt 27:20,Mk 3:6,Mk 11:18	to kill ⇔ destroy
ἀπολέσῃ	ἀπόλλυμι	-	-	aorist	active	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mk 9:22,Jn 10:10	to kill ⇔ destroy
ἀπολέσῃ	ἀπόλλυμι	-	-	aorist	active	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 10:42,Mk 9:41	to lose (fail)
ἀπολέσῃ	ἀπόλλυμι	-	-	aorist	active	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:8,Lk 17:33	to lose
ἀπολέσῃ	ἀπόλλυμι	-	-	aorist	active	subjunctive	third person	singular	I destroy; (middle: I perish)	verb	28	-	Mt 16:25,Lk 9:24	to lose, to die ⇔ lose one’s life
ἀπολεῖσθε	ἀπόλλυμι	-	-	future	middle	indicative	second person	plural	I destroy; (middle: I perish)	verb	28	-	Lk 13:3,Lk 13:5	to die
ἀπολεῖται	ἀπόλλυμι	-	-	future	middle	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Ac 27:34	to be lost (ruined)
ἀπολλυμένην	ἀπόλλυμι	feminine	accusative	present	middle	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Jn 6:27	to become ruined
ἀπολλυμένοις	ἀπόλλυμι	masculine	dative	present	either middle or passive	participle	-	plural	I destroy; (middle: I perish)	verb	28	-	1 Co 1:18,2 Co 2:15,2 Co 4:3,2 Th 2:10	to perish (spiritually)
ἀπολλυμένου	ἀπόλλυμι	neuter	genitive	present	middle	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	1 Pe 1:7	to be lost (ruined)
ἀπολλύει	ἀπόλλυμι	-	-	present	active	indicative	third person	singular	I destroy; (middle: I perish)	verb	28	-	Jn 12:25	to lose
ἀπολλύμεθα	ἀπόλλυμι	-	-	present	middle	indicative	first person	plural	I destroy; (middle: I perish)	verb	28	-	Mt 8:25,Mk 4:38,Lk 8:24	to die
ἀπολλύμενοι	ἀπόλλυμι	masculine	nominative	present	either middle or passive	participle	-	plural	I destroy; (middle: I perish)	verb	28	-	2 Co 4:9	to be destroyed
ἀπολομένου	ἀπόλλυμι	masculine	genitive	aorist	middle	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 11:51	to die
ἀπολοῦνται	ἀπόλλυμι	-	-	future	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Mt 26:52	to die
ἀπολοῦνται	ἀπόλλυμι	-	-	future	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Heb 1:11	to be gone
ἀπολοῦνται	ἀπόλλυμι	-	-	future	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Lk 5:37	to be lost (ruined)
ἀπολοῦνται	ἀπόλλυμι	-	-	future	middle	indicative	third person	plural	I destroy; (middle: I perish)	verb	28	-	Ro 2:12	to perish (spiritually)
ἀπολωλός	ἀπόλλυμι	neuter	accusative	perfect	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:6,Lk 19:10	to lose
ἀπολωλότα	ἀπόλλυμι	neuter	accusative	perfect	active	participle	-	plural	I destroy; (middle: I perish)	verb	28	-	Mt 10:6,Mt 15:24	to be lost
ἀπολωλὸς	ἀπόλλυμι	neuter	accusative	perfect	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:4	to lose
ἀπολωλὼς	ἀπόλλυμι	masculine	nominative	perfect	active	participle	-	singular	I destroy; (middle: I perish)	verb	28	-	Lk 15:24,Lk 15:32	to lose
ἀπολῶ	ἀπόλλυμι	-	-	future	active	indicative	first person	singular	I destroy; (middle: I perish)	verb	28	-	1 Co 1:19	to destroy (do away with)
