Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
ἔν	ἐν	-	-	-	-	-	-	-	+dat., in, on, among, by (means of)	preposition	13	-	Lk 18:2,Ac 1:8,Ac 10:39,Ac 25:24,Ac 26:4,Ga 6:1,Php 1:7,Heb 3:12	-	-
ἐνέργειαν	ἐνέργεια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	2 Th 2:11,2 Th 2:9,Col 1:29,Php 3:21,Eph 4:16,Eph 3:7,Eph 1:19	operation	-
ἐνεργείας	ἐνέργεια	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Col 2:12	operation	-
ἐναντίον	ἐναντίον	-	-	-	-	-	-	-	-	preposition, adverb	-	-	Lk 1:6,Lk 20:26,Lk 24:19,Ac 7:10,Ac 8:32	-	-
ἐνέδυσαν	ἐνδύω	-	-	aorist	active	indicative	third person	plural	I am dressing; I am putting on (middle)	verb	39	-	Mt 27:31,Mk 15:20	-	-
ἐνδεδυμένοι	ἐνδύω	masculine	nominative	perfect	middle	participle	-	plural	I am dressing; I am putting on (middle)	verb	39	-	Re 15:6,Re 19:14	-	-
ἐνδεδυμένον	ἐνδύω	masculine	accusative	perfect	middle	participle	-	singular	I am dressing; I am putting on (middle)	verb	39	-	Mt 22:11,Re 1:13	-	-
ἐνδεδυμένος	ἐνδύω	masculine	nominative	perfect	middle	participle	-	singular	I am dressing; I am putting on (middle)	verb	39	-	Mk 1:6	-	-
ἐνδυσάμενοι	ἐνδύω	masculine	nominative	aorist	middle	participle	-	plural	I am dressing; I am putting on (middle)	verb	39	-	Eph 6:14,Col 3:10,1 Th 5:8	-	-
ἐνδυσάμενος	ἐνδύω	masculine	nominative	aorist	middle	participle	-	singular	I am dressing; I am putting on (middle)	verb	39	-	Ac 12:21	-	-
ἐνδυσώμεθα	ἐνδύω	-	-	aorist	middle	subjunctive	first person	plural	I am dressing; I am putting on (middle)	verb	39	-	Ro 13:12	-	-
ἐνδύσασθαι	ἐνδύω	-	-	aorist	middle	infinitive	-	-	I am dressing; I am putting on (middle)	verb	39	-	1 Co 15:53,1 Co 15:53,Eph 4:24	-	-
ἐνδύσασθε	ἐνδύω	-	-	aorist	middle	imperative	second person	plural	I am dressing; I am putting on (middle)	verb	39	-	Ro 13:14,Eph 6:11,Col 3:12	-	-
ἐνδύσατε	ἐνδύω	-	-	aorist	active	imperative	second person	plural	I am dressing; I am putting on (middle)	verb	39	-	Lk 15:22	-	-
ἐνδύσησθε	ἐνδύω	-	-	aorist	middle	subjunctive	second person	plural	I am dressing; I am putting on (middle)	verb	39	-	Mt 6:25,Mk 6:9,Lk 12:22,Lk 24:49	-	-
ἐνδύσηται	ἐνδύω	-	-	aorist	middle	subjunctive	third person	singular	I am dressing; I am putting on (middle)	verb	39	-	1 Co 15:54,1 Co 15:54	-	-
ἐνεδύσασθε	ἐνδύω	-	-	aorist	middle	indicative	second person	plural	I am dressing; I am putting on (middle)	verb	39	-	Ga 3:27	-	-
ἐνεδύσατο	ἐνδύω	-	-	aorist	middle	indicative	third person	singular	I am dressing; I am putting on (middle)	verb	39	-	Lk 8:27	-	-
ἐνήργησεν	ἐνεργέω	-	-	aorist	active	indicative	third person	singular	I work; I am at work	verb	44	-	Ga 2:8,Eph 1:20	-	-
ἐνεργήσας	ἐνεργέω	masculine	nominative	aorist	active	participle	-	singular	I work; I am at work	verb	44	-	Ga 2:8	-	-
ἐνεργεῖ	ἐνεργέω	-	-	present	active	indicative	third person	singular	I work; I am at work	verb	44	-	1 Co 12:11	-	-
ἐνεργεῖν	ἐνεργέω	-	-	present	active	infinitive	-	-	I work; I am at work	verb	44	-	Php 2:13	-	-
ἐνεργεῖται	ἐνεργέω	-	-	present	middle	indicative	third person	singular	I work; I am at work	verb	44	-	2 Co 4:12,1 Th 2:13,2 Th 2:7	-	-
ἐνεργουμένη	ἐνεργέω	feminine	nominative	present	middle	participle	-	singular	I work; I am at work	verb	44	-	Ga 5:6,Jas 5:16	-	-
ἐνεργουμένην	ἐνεργέω	feminine	accusative	present	middle	participle	-	singular	I work; I am at work	verb	44	-	Eph 3:20,Col 1:29	-	-
ἐνεργουμένης	ἐνεργέω	feminine	genitive	present	middle	participle	-	singular	I work; I am at work	verb	44	-	2 Co 1:6	-	-
ἐνεργοῦντος	ἐνεργέω	neuter	genitive	present	active	participle	-	singular	I work; I am at work	verb	44	-	Eph 2:2	-	-
ἐνεργοῦντος	ἐνεργέω	masculine	genitive	present	active	participle	-	singular	I work; I am at work	verb	44	-	Eph 1:11	-	-
ἐνεργοῦσιν	ἐνεργέω	-	-	present	active	indicative	third person	plural	I work; I am at work	verb	44	-	Mt 14:2,Mk 6:14	-	-
ἐνεργῶν	ἐνεργέω	masculine	nominative	present	active	participle	-	singular	I work; I am at work	verb	44	-	1 Co 12:6,Ga 3:5,Php 2:13	-	-
ἐνηργεῖτο	ἐνεργέω	-	-	imperfect	middle	indicative	third person	singular	I work; I am at work	verb	44	-	Ro 7:5	-	-
ἐνθάδε	ἐνθάδε	-	-	-	-	-	-	-	-	adverb	-	-	Ac 25:24,Ac 25:17,Jn 4:16,Jn 4:15	here (speaker)	-
ἐνθάδε	ἐνθάδε	-	-	-	-	-	-	-	-	adverb	-	-	Ac 17:6,Ac 16:28,Ac 10:18,Lk 24:41	here	-
ἐνιαυτούς	ἐνιαυτός	masculine	accusative	-	-	-	-	plural	year	noun	50	-	Ga 4:10,Jas 5:17	-	-
ἐνιαυτοῦ	ἐνιαυτός	masculine	genitive	-	-	-	-	singular	year	noun	50	-	Jn 11:49,Jn 11:51,Jn 18:13,Heb 9:7	-	-
ἐνιαυτόν	ἐνιαυτός	masculine	accusative	-	-	-	-	singular	year	noun	50	-	Heb 10:3,Re 9:15,Lk 4:19,Ac 11:26,Ac 18:11,Heb 9:25,Heb 10:1,Jas 4:13	-	-
ἐννέα	ἐννέα	-	-	-	-	-	-	-	-	indeclinable, adjective	-	-	Lk 17:17,Lk 15:7,Lk 15:4,Mt 18:13,Mt 18:12	nine	-
ἐνετείλατο	ἐντέλλω	-	-	aorist	middle	indicative	third person	singular	I command, order	verb	50	-	Mt 17:9,Mt 19:7,Mk 10:3,Mk 13:34,Jn 8:5,Heb 9:20,Heb 11:22	-	-
ἐνετείλατό	ἐντέλλω	-	-	aorist	middle	indicative	third person	singular	I command, order	verb	50	-	Jn 14:31	-	-
ἐνετειλάμην	ἐντέλλω	-	-	aorist	middle	indicative	first person	singular	I command, order	verb	50	-	Mt 28:20	-	-
ἐντέλλομαι	ἐντέλλω	-	-	present	either middle or passive	indicative	first person	singular	I command, order	verb	50	-	Jn 15:14,Jn 15:17	-	-
ἐντέταλται	ἐντέλλω	-	-	perfect	middle, passive	indicative	third person	singular	I command, order	verb	50	-	Ac 13:47	-	-
ἐντειλάμενος	ἐντέλλω	masculine	nominative	aorist	either middle or passive	participle	-	singular	I command, order	verb	50	-	Ac 1:2	-	-
ἐντελεῖται	ἐντέλλω	-	-	future	either middle or passive	indicative	third person	singular	I command, order	verb	50	-	Mt 4:6,Lk 4:10	-	-
ἐντεῦθεν	ἐντεῦθεν	-	-	-	-	-	-	-	-	adverb	-	-	Jn 19:18,Jn 19:18	on either side	-
ἐντεῦθεν	ἐντεῦθεν	-	-	-	-	-	-	-	-	adverb	-	-	Re 22:2,Jas 4:1,Jn 18:36,Jn 14:31,Jn 7:3,Jn 2:16,Lk 13:31,Lk 4:9	from here	-
ἐντολάς	ἐντολή	feminine	accusative	-	-	-	-	plural	commandment	noun	21	-	Mt 19:17,Jn 14:21,Jn 15:10,Col 4:10,Mk 10:19,Lk 18:20,Jn 11:57,Jn 14:15,Jn 15:10,1 Jn 2:3,1 Jn 2:4,1 Jn 3:22,1 Jn 3:24,1 Jn 5:2,1 Jn 5:3,2 Jn 6,Re 12:17,Re 14:12	-	-
ἐντολή	ἐντολή	feminine	nominative	-	-	-	-	singular	commandment	noun	21	-	Mt 22:38,Ro 13:9,1 Co 14:37,2 Jn 6,Mt 22:36,Mk 12:28,Mk 12:31,Jn 12:50,Jn 15:12,Ro 7:10,Ro 7:12,Eph 6:2,1 Jn 2:7,1 Jn 3:23	-	-
ἐντολήν	ἐντολή	feminine	accusative	-	-	-	-	singular	commandment	noun	21	-	Lk 15:29,Lk 23:56,Mt 15:3,Mk 7:8,Mk 7:9,Mk 10:5,Jn 10:18,Jn 12:49,Ac 17:15,1 Ti 6:14,Heb 7:5,1 Jn 2:7,1 Jn 2:7,1 Jn 2:8,1 Jn 3:23,1 Jn 4:21,2 Jn 4,2 Jn 5,Jn 13:34	-	-
ἐντολαί	ἐντολή	feminine	nominative	-	-	-	-	plural	commandment	noun	21	-	1 Jn 5:3	-	-
ἐντολαῖς	ἐντολή	feminine	dative	-	-	-	-	plural	commandment	noun	21	-	Mt 22:40,Lk 1:6,Tt 1:14	-	-
ἐντολῆς	ἐντολή	feminine	genitive	-	-	-	-	singular	commandment	noun	21	-	Ro 7:8,Ro 7:9,Ro 7:11,Ro 7:13,Heb 7:16,Heb 7:18,Heb 9:19,2 Pe 2:21,2 Pe 3:2	-	-
ἐντολῶν	ἐντολή	feminine	genitive	-	-	-	-	plural	commandment	noun	21	-	Mt 5:19,1 Co 7:19,Eph 2:15	-	-
ἐνώπιον	ἐνώπιον	-	-	-	-	-	-	-	in the presence of, before (prep. +gen)	preposition, adverb	25	-	Lk 1:15,Lk 1:17,Lk 1:19,Lk 1:75,Lk 1:76,Lk 4:7,Lk 5:18,Lk 5:25,Lk 8:47,Lk 12:6,Lk 12:9,Lk 12:9,Lk 14:10,Lk 15:10,Lk 16:15,Lk 16:15,Lk 23:14,Lk 24:11,Lk 24:43,Jn 20:30,Ac 4:10,Ac 4:19,Ac 6:5,Ac 6:6,Ac 7:46,Ac 9:15,Ac 10:31,Ac 10:33,Ac 19:9,Ac 19:19,Ac 27:35,Ro 3:20,Ro 12:17,Ro 14:22,1 Co 1:29,2 Co 4:2,2 Co 7:12,2 Co 8:21,2 Co 8:21,Ga 1:20,1 Ti 2:3,1 Ti 5:4,1 Ti 5:20,1 Ti 5:21,1 Ti 6:12,1 Ti 6:13,2 Ti 2:14,2 Ti 4:1,Heb 4:13,Heb 13:21,Jas 4:10,1 Pe 3:4,1 Jn 3:22,3 Jn 6,Re 1:4,Re 2:14,Re 3:2,Re 3:5,Re 3:5,Re 3:9,Re 4:5,Re 4:6,Re 4:10,Re 4:10,Re 5:8,Re 7:9,Re 7:9,Re 7:11,Re 7:15,Re 8:2,Re 8:3,Re 8:4,Re 9:13,Re 11:4,Re 11:16,Re 12:4,Re 12:10,Re 13:12,Re 13:13,Re 13:14,Re 14:3,Re 14:3,Re 14:10,Re 14:10,Re 16:19,Re 19:20,Re 20:12	-	-
ἐνώπιόν	ἐνώπιον	-	-	-	-	-	-	-	in the presence of, before (prep. +gen)	preposition, adverb	25	-	Lk 13:26,Lk 15:18,Lk 15:21,Ac 2:25,Ac 10:30,Re 3:8,Re 15:4	-	-
ἐξέλθατε	ἐξέρχομαι	-	-	aorist	active	imperative	second person	plural	I go out, depart	verb	9	-	2 Co 6:17,Re 18:4	-	-
ἐξέλθητε	ἐξέρχομαι	-	-	aorist	active	subjunctive	second person	plural	I go out, depart	verb	9	-	Mt 10:11,Mt 24:26,Mk 6:10	-	-
ἐξέλθῃ	ἐξέρχομαι	-	-	aorist	active	subjunctive	third person	singular	I go out, depart	verb	9	-	Mt 12:43,Lk 11:24,Re 3:12	-	-
ἐξέλθῃς	ἐξέρχομαι	-	-	aorist	active	subjunctive	second person	singular	I go out, depart	verb	9	-	Mt 5:26,Lk 12:59	-	-
ἐξέρχεσθε	ἐξέρχομαι	-	-	present	either middle or passive	imperative	second person	plural	I go out, depart	verb	9	-	Mt 25:6,Lk 9:4	-	-
ἐξέρχεται	ἐξέρχομαι	-	-	present	either middle or passive	indicative	third person	singular	I go out, depart	verb	9	-	Mt 15:18,Mt 24:27,Jas 3:10	-	-
ἐξέρχονται	ἐξέρχομαι	-	-	present	either middle or passive	indicative	third person	plural	I go out, depart	verb	9	-	Mt 15:19,Lk 4:36	-	-
ἐξήλθατε	ἐξέρχομαι	-	-	aorist	active	indicative	second person	plural	I go out, depart	verb	9	-	Mt 11:7,Mt 11:8,Mt 11:9,Mt 26:55,Mk 14:48,Lk 7:24,Lk 7:25,Lk 7:26,Lk 22:52	-	-
ἐξήλθομεν	ἐξέρχομαι	-	-	aorist	active	indicative	first person	plural	I go out, depart	verb	9	-	Ac 16:13	-	-
ἐξήρχετο	ἐξέρχομαι	-	-	imperfect	either middle or passive	indicative	third person	singular	I go out, depart	verb	9	-	Lk 4:41,Lk 6:19	-	-
ἐξήρχοντο	ἐξέρχομαι	-	-	imperfect	either middle or passive	indicative	third person	plural	I go out, depart	verb	9	-	Jn 8:9,Ac 8:7	-	-
ἐξελήλυθεν	ἐξέρχομαι	-	-	perfect	active	indicative	third person	singular	I go out, depart	verb	9	-	Mk 7:29,1 Th 1:8	-	-
ἐξελεύσεται	ἐξέρχομαι	-	-	future	middle	indicative	third person	singular	I go out, depart	verb	9	-	Mt 2:6,Jn 10:9,Re 20:8	-	-
ἐξελεύσονται	ἐξέρχομαι	-	-	future	middle	indicative	third person	plural	I go out, depart	verb	9	-	Mt 13:49,Ac 7:7	-	-
ἐξεληλυθυῖαν	ἐξέρχομαι	feminine	accusative	perfect	active	participle	-	singular	I go out, depart	verb	9	-	Lk 8:46	-	-
ἐξεληλυθός	ἐξέρχομαι	neuter	accusative	perfect	active	participle	-	singular	I go out, depart	verb	9	-	Mk 7:30	-	-
ἐξεληλυθότας	ἐξέρχομαι	masculine	accusative	perfect	active	participle	-	plural	I go out, depart	verb	9	-	Heb 7:5	-	-
ἐξεληλύθασιν	ἐξέρχομαι	-	-	perfect	active	indicative	third person	plural	I go out, depart	verb	9	-	1 Jn 4:1	-	-
ἐξεληλύθει	ἐξέρχομαι	-	-	pluperfect	active	indicative	third person	singular	I go out, depart	verb	9	-	Lk 8:2,Lk 8:38	-	-
ἐξελθεῖν	ἐξέρχομαι	-	-	aorist	active	infinitive	-	-	I go out, depart	verb	9	-	Mk 9:29,Lk 6:12,Lk 8:29,Jn 1:43,Ac 16:3,Ac 16:10,Ac 16:18,1 Co 5:10,Heb 11:8	-	-
ἐξελθούσῃ	ἐξέρχομαι	feminine	dative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Re 19:21	-	-
ἐξελθοῦσα	ἐξέρχομαι	feminine	nominative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Mt 15:22,Mk 6:24,Ac 28:3	-	-
ἐξελθοῦσαι	ἐξέρχομαι	feminine	nominative	aorist	active	participle	-	plural	I go out, depart	verb	9	-	Mk 16:8	-	-
ἐξελθοῦσαν	ἐξέρχομαι	feminine	accusative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Mk 5:30	-	-
ἐξελθόντα	ἐξέρχομαι	neuter	nominative	aorist	active	participle	-	plural	I go out, depart	verb	9	-	Mk 5:13,Lk 8:33	-	-
ἐξελθόντες	ἐξέρχομαι	masculine	nominative	aorist	active	participle	-	plural	I go out, depart	verb	9	-	Mt 8:32,Mt 9:31,Mt 22:10,Mt 27:53,Mk 1:29,Mk 3:6,Mk 6:12,Mk 9:30,Mk 16:20,Lk 10:10,Ac 12:10,Ac 15:24,Ac 16:36,Ac 16:40,Ac 21:5,Ac 21:8,Heb 3:16,Mt 12:14	-	-
ἐξελθόντι	ἐξέρχομαι	masculine	dative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Lk 8:27	-	-
ἐξελθόντος	ἐξέρχομαι	masculine	genitive	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Mk 5:2,Lk 11:53	-	-
ἐξελθόντος	ἐξέρχομαι	neuter	genitive	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Lk 11:14	-	-
ἐξελθόντων	ἐξέρχομαι	masculine	genitive	aorist	active	participle	-	plural	I go out, depart	verb	9	-	Mk 6:54,Mk 11:12	-	-
ἐξελθών	ἐξέρχομαι	masculine	nominative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Mt 13:1,Mt 14:14,Mt 15:21,Mt 18:28,Mt 20:3,Mt 20:5,Mt 20:6,Mt 24:1,Mt 26:75,Mk 1:45,Mk 6:34,Mk 7:31,Lk 1:22,Lk 4:42,Lk 14:18,Lk 15:28,Lk 22:39,Lk 22:62,Ac 7:4,Ac 12:9,Ac 12:17	-	-
ἐξερχομένων	ἐξέρχομαι	masculine	genitive	present	either middle or passive	participle	-	plural	I go out, depart	verb	9	-	Mt 9:32	-	-
ἐξερχόμενοι	ἐξέρχομαι	masculine	nominative	present	either middle or passive	participle	-	plural	I go out, depart	verb	9	-	Mt 8:28,Mt 10:14,Lk 9:5,Lk 9:6,Mt 27:32	-	-
ἐξερχόμενος	ἐξέρχομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I go out, depart	verb	9	-	Lk 21:37	-	-
ἐξερχώμεθα	ἐξέρχομαι	-	-	present	either middle or passive	subjunctive	first person	plural	I go out, depart	verb	9	-	Heb 13:13	-	-
ἐξῆλθαν	ἐξέρχομαι	-	-	aorist	active	indicative	third person	plural	I go out, depart	verb	9	-	Ac 16:40,1 Jn 2:19	-	-
ἐξῆλθεν	ἐξέρχομαι	-	-	aorist	active	indicative	third person	singular	I go out, depart	verb	9	-	Mt 8:34,Mt 9:26,Mt 13:3,Mt 17:18,Mt 20:1,Mt 21:17,Mk 1:26,Mk 1:28,Mk 1:35,Mk 2:12,Mk 2:13,Mk 4:3,Mk 6:1,Mk 8:27,Mk 9:26,Mk 11:11,Mk 14:68,Lk 2:1,Lk 4:14,Lk 4:35,Lk 5:27,Lk 7:17,Lk 8:5,Lk 8:35,Lk 17:29,Jn 4:43,Jn 8:59,Jn 10:39,Jn 11:31,Jn 11:44,Jn 13:3,Jn 13:30,Jn 13:31,Jn 18:1,Jn 18:4,Jn 18:16,Jn 18:38,Jn 19:4,Jn 19:5,Jn 19:17,Jn 19:34,Jn 21:23,Ac 10:23,Ac 14:20,Ac 15:40,Ac 16:18,Ac 16:19,Ac 17:33,Ac 18:23,Ac 20:1,Ac 20:11,Ro 10:18,1 Co 14:36,2 Co 8:17,Heb 11:8,Re 6:2,Re 6:4,Re 14:15,Re 14:17,Re 14:18,Re 14:20,Re 16:17,Re 19:5,Ac 1:21,Jn 18:29,Jn 20:3,Ac 11:25	-	-
ἐξῆλθες	ἐξέρχομαι	-	-	aorist	active	indicative	second person	singular	I go out, depart	verb	9	-	Jn 16:30	-	-
ἐξῆλθον	ἐξέρχομαι	-	-	aorist	active	indicative	third person	plural	I go out, depart	verb	9	-	Mt 25:1,Mt 26:30,Mk 3:21,Mk 8:11,Mk 14:16,Mk 14:26,Lk 8:35,Jn 4:30,Jn 12:13,Jn 21:3,2 Jn 7,3 Jn 7,Re 9:3,Re 15:6	-	-
ἐξῆλθον	ἐξέρχομαι	-	-	aorist	active	indicative	first person	singular	I go out, depart	verb	9	-	Mt 12:44,Mk 1:38,Lk 11:24,Jn 8:42,Jn 16:27,Jn 16:28,Jn 17:8,2 Co 2:13,Php 4:15	-	-
ἔξελθε	ἐξέρχομαι	-	-	aorist	active	imperative	second person	singular	I go out, depart	verb	9	-	Mk 1:25,Mk 5:8,Mk 9:25,Lk 4:35,Lk 5:8,Lk 13:31,Lk 14:21,Lk 14:23,Ac 7:3,Ac 22:18	-	-
ἐξελθόντα	ἐξέρχομαι	masculine	accusative	aorist	active	participle	-	singular	I go out, depart	verb	9	-	Mt 26:71	-	-
ἐξέστη	ἐξίστημι	-	-	aorist	active	indicative	third person	singular	I amaze, astound, astonish	verb	47	-	Mk 3:21	-	-
ἐξέστημεν	ἐξίστημι	-	-	aorist	active	indicative	first person	plural	I amaze, astound, astonish	verb	47	-	2 Co 5:13	-	-
ἐξέστησαν	ἐξίστημι	-	-	aorist	active	indicative	third person	plural	I amaze, astound, astonish	verb	47	-	Ac 12:16,Ac 10:45,Lk 24:22,Lk 8:56,Mk 5:42	-	-
ἐξίσταντο	ἐξίστημι	-	-	imperfect	middle	indicative	third person	plural	I amaze, astound, astonish	verb	47	-	Ac 9:21,Ac 2:12,Ac 2:7,Lk 2:47,Mk 6:51,Mt 12:23	-	-
ἐξίστασθαι	ἐξίστημι	-	-	present	middle	infinitive	-	-	I amaze, astound, astonish	verb	47	-	Mk 2:12	-	-
ἐξίστατο	ἐξίστημι	-	-	imperfect	middle	indicative	third person	singular	I amaze, astound, astonish	verb	47	-	Ac 8:13	-	-
ἐξεστακέναι	ἐξίστημι	-	-	perfect	active	infinitive	-	-	I amaze, astound, astonish	verb	47	-	Ac 8:11	-	-
ἐξιστάνων	ἐξίστημι	masculine	nominative	present	active	participle	-	singular	I amaze, astound, astonish	verb	47	-	Ac 8:9	-	-
ἐξήγγειλαν	ἐξαγγέλλω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Mk 16:8	to announce broadly	-
ἐξαγγείλητε	ἐξαγγέλλω	-	-	aorist	active	subjunctive	second person	plural	-	verb	-	-	1 Pe 2:9	to announce broadly	-
ἐξαγοράσῃ	ἐξαγοράζω	-	-	aorist	active	subjunctive	third person	singular	-	verb	-	-	Ga 4:5	to deliver ⇔ redeem	-
ἐξαγοραζόμενοι	ἐξαγοράζω	masculine	nominative	present	middle	participle	-	plural	-	verb	-	-	Eph 5:16,Col 4:5	to utilize ⇔ redeem	-
ἐξηγόρασεν	ἐξαγοράζω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Ga 3:13	to deliver ⇔ redeem	-
ἐξαπέστειλαν	ἐξαποστέλλω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Lk 20:10,Lk 20:11	to send away	-
ἐξαπέστειλαν	ἐξαποστέλλω	-	-	aorist	active	indicative	third person	plural	-	verb	-	-	Ac 9:30,Ac 11:22,Ac 17:14	to dispatch	-
ἐξαπέστειλεν	ἐξαποστέλλω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mk 16:8,Ac 7:12,Ac 12:11,Ga 4:4,Ga 4:6	to dispatch	-
ἐξαπέστειλεν	ἐξαποστέλλω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 1:53	to send away	-
ἐξαπεστάλη	ἐξαποστέλλω	-	-	aorist	passive	indicative	third person	singular	-	verb	-	-	Ac 13:26	to be messaged	-
ἐξαποστελῶ	ἐξαποστέλλω	-	-	future	active	indicative	first person	singular	-	verb	-	-	Ac 22:21	to dispatch	-
ἐξαυτῆς	ἐξαυτῆς	-	-	-	-	-	-	-	-	adverb	-	-	Php 2:23,Ac 23:30,Ac 21:32,Ac 11:11,Ac 10:33,Mk 6:25	immediately	-
ἐξηγήσατο	ἐξηγέομαι	-	-	aorist	middle	indicative	third person	singular	-	verb	-	-	Jn 1:18	to expound (divinities)	-
ἐξηγήσατο	ἐξηγέομαι	-	-	aorist	middle	indicative	third person	singular	-	verb	-	-	Ac 15:14	to recount	-
ἐξηγεῖτο	ἐξηγέομαι	-	-	imperfect	either middle or passive	indicative	third person	singular	-	verb	-	-	Ac 21:19	to recount	-
ἐξηγησάμενος	ἐξηγέομαι	masculine	nominative	aorist	middle	participle	-	singular	-	verb	-	-	Ac 10:8	to recount	-
ἐξηγουμένων	ἐξηγέομαι	masculine	genitive	present	either middle or passive	participle	-	plural	-	verb	-	-	Ac 15:12	to recount	-
ἐξηγοῦντο	ἐξηγέομαι	-	-	imperfect	either middle or passive	indicative	third person	plural	-	verb	-	-	Lk 24:35	to recount	-
ἐξομολογήσεται	ἐξομολογέω	-	-	future	middle	indicative	third person	singular	-	verb	-	-	Ro 14:11	to profess (acknowledge)	-
ἐξομολογήσηται	ἐξομολογέω	-	-	aorist	middle	subjunctive	third person	singular	-	verb	-	-	Php 2:11	to profess (acknowledge)	-
ἐξομολογήσομαί	ἐξομολογέω	-	-	future	middle	indicative	first person	singular	-	verb	-	-	Ro 15:9	to profess (acknowledge)	-
ἐξομολογεῖσθε	ἐξομολογέω	-	-	present	middle	imperative	second person	plural	-	verb	-	-	Jas 5:16	to confess	-
ἐξομολογούμενοι	ἐξομολογέω	masculine	nominative	present	middle	participle	-	plural	-	verb	-	-	Mt 3:6,Mk 1:5,Ac 19:18	to confess	-
ἐξομολογοῦμαί	ἐξομολογέω	-	-	present	middle	indicative	first person	singular	-	verb	-	-	Mt 11:25,Lk 10:21	to profess (acknowledge)	-
ἐξωμολόγησεν	ἐξομολογέω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 22:6	to agree	-
ἐξουσία	ἐξουσία	feminine	nominative	-	-	-	-	singular	authority; power	noun	23	-	Mt 28:18,Lk 22:53,Ro 13:1,1 Co 8:9,Jud 25,Re 6:8,Re 9:3,Re 9:10,Re 9:19,Re 12:10,Re 13:5,Re 13:7,Re 22:14	-	-
ἐξουσίαι	ἐξουσία	feminine	nominative	-	-	-	-	plural	authority; power	noun	23	-	Col 1:16	-	-
ἐξουσίαις	ἐξουσία	feminine	dative	-	-	-	-	plural	authority; power	noun	23	-	Ro 13:1,Eph 3:10,Tt 3:1	-	-
ἐξουσίαν	ἐξουσία	feminine	accusative	-	-	-	-	singular	authority; power	noun	23	-	Mt 7:29,Mt 8:9,Mt 9:6,Mt 9:8,Mt 10:1,Mt 21:23,Mk 1:22,Mk 1:27,Mk 2:10,Mk 3:15,Mk 6:7,Mk 11:28,Mk 13:34,Lk 4:6,Lk 5:24,Lk 7:8,Lk 9:1,Lk 10:19,Lk 12:5,Lk 19:17,Lk 20:2,Jn 1:12,Jn 5:27,Jn 10:18,Jn 10:18,Jn 17:2,Jn 19:10,Jn 19:10,Jn 19:11,Ac 8:19,Ac 9:14,Ac 26:10,Ro 9:21,Ro 13:3,1 Co 7:37,1 Co 9:4,1 Co 9:5,1 Co 9:6,1 Co 11:10,1 Co 15:24,2 Co 13:10,2 Th 3:9,Heb 13:10,Re 2:26,Re 9:3,Re 11:6,Re 11:6,Re 13:2,Re 13:4,Re 13:12,Re 14:18,Re 16:9,Re 17:12,Re 17:13,Re 18:1,Re 20:6	-	-
ἐξουσίας	ἐξουσία	feminine	accusative	-	-	-	-	plural	authority; power	noun	23	-	Lk 12:11,Eph 6:12,Col 2:15	-	-
ἐξουσίας	ἐξουσία	feminine	genitive	-	-	-	-	singular	authority; power	noun	23	-	Lk 23:7,Ac 26:12,Ac 26:18,1 Co 9:12,2 Co 10:8,Eph 1:21,Eph 2:2,Col 1:13,Col 2:10	-	-
ἐξουσίᾳ	ἐξουσία	feminine	dative	-	-	-	-	singular	authority; power	noun	23	-	Mt 21:23,Mt 21:24,Mt 21:27,Mk 11:28,Mk 11:29,Mk 11:33,Lk 4:32,Lk 4:36,Lk 20:2,Lk 20:8,Lk 20:20,Ac 1:7,Ac 5:4,Ro 13:2,1 Co 9:12,1 Co 9:18	-	-
ἐξουσιῶν	ἐξουσία	feminine	genitive	-	-	-	-	plural	authority; power	noun	23	-	1 Pe 3:22	-	-
ἐπάνω	ἐπάνω	-	-	-	-	-	-	-	+gen., above, over, on	preposition, adverb	45	-	Mt 2:9,Mt 5:14,Mt 21:7,Mt 23:18,Mt 23:20,Mt 23:22,Mt 27:37,Mt 28:2,Lk 4:39,Lk 10:19,Lk 19:17,Lk 19:19,Jn 3:31,Jn 3:31,Re 6:8,Re 20:3	-	-
ἐπάνω	ἐπάνω	-	-	-	-	-	-	-	+gen., above, over, on	adverb	45	-	Lk 11:44,1 Co 15:6	-	-
ἐπάνω	ἐπάνω	-	-	-	-	-	-	-	+gen., above, over, on	adverb, preposition	45	-	Mk 14:5	-	-
