Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
τοῦ	ὁ	masculine	genitive	-	-	-	-	singular	-	article	-	-	1 Jn 2:20	holy one (person)	-
τοῦ	ὁ	masculine	genitive	-	-	-	-	singular	-	article	-	-	Eph 2:2,Ga 1:4	evil age	-
τό	ὁ	neuter	accusative, nominative	-	-	-	-	singular	-	article	-	-	Heb 9:1	-	-
τό	ὁ	neuter	accusative	-	-	-	-	singular	-	article	-	-	Ac 27:5,Ac 21:25,Lk 22:37	-	-
τόν	ὁ	masculine	accusative	-	-	-	-	singular	-	article	-	-	Phm 11,Ac 27:1,Ac 17:10,Ac 15:39,Ac 4:14	-	-
τόν	ὁ	masculine	accusative	-	-	-	-	singular	-	article	-	-	Jn 9:13	blind person	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	2 Pe 2:20,Lk 11:26,Mt 12:45	final stage	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 5:29	base act	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 6:66	to renounce	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 3:12	heavenly matter	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ro 12:16	to be haughty	-
τὰ	ὁ	neuter	vocative, nominative	-	-	-	-	plural	-	article	-	-	Ro 15:11	-	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 13:12	to be dressed	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Mk 14:1	Feast of Unleavened Bread	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	2 Co 4:2,1 Co 4:5,Ro 2:16	secret	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Re 2:24	profundity ⇔ depths	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Ac 10:12	quadruped	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Mt 21:15	wonder	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ac 2:11	great act	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 3:12	earthly matter	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	1 Co 14:1	spiritual gift	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	1 Co 1:28	utterly disdained things ⇔ non-existent things	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Mk 7:23	badness	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Re 22:2,Re 21:24,Re 21:12,Re 20:7,Re 20:5,Re 20:3,Re 19:21,Re 19:14,Re 19:14,Re 19:8,Re 19:4,Re 18:23,Re 18:14,Re 18:3,Re 17:16,Re 17:15,Re 17:12,Re 16:3,Re 15:4,Re 15:4,Re 15:3,Re 14:13,Re 11:18,Re 9:7,Re 9:7,Re 8:9,Re 5:14,Re 5:8,Re 5:6,Re 4:9,Re 4:8,Re 4:5,Re 2:27,Re 2:27,Jud 10,2 Jn 13,1 Jn 3:12,1 Jn 3:12,1 Jn 3:10,1 Jn 3:10,2 Pe 3:10,2 Pe 1:4,Jas 5:2,Jas 3:4,Jas 2:19,Heb 13:11,Heb 12:27,Heb 11:30,Heb 11:12,Heb 3:17,Heb 2:14,Heb 2:13,Heb 2:10,Heb 2:10,Heb 1:12,Phm 12,Phm 7,2 Ti 4:17,1 Ti 5:25,1 Ti 5:25,1 Ti 5:25,1 Th 4:5,1 Th 4:5,Col 3:11,Col 1:17,Col 1:16,Col 1:16,Col 1:16,Col 1:16,Php 4:3,Php 1:12,Eph 4:17,Eph 2:11,Ga 5:21,Ga 5:19,Ga 4:27,Ga 3:8,2 Co 12:19,2 Co 12:14,2 Co 12:12,2 Co 11:3,2 Co 10:4,2 Co 7:15,2 Co 5:18,2 Co 4:18,2 Co 4:18,2 Co 4:15,2 Co 3:14,2 Co 1:5,1 Co 15:28,1 Co 14:7,1 Co 13:13,1 Co 12:26,1 Co 12:26,1 Co 12:25,1 Co 12:24,1 Co 12:22,1 Co 12:19,1 Co 12:12,1 Co 11:12,1 Co 10:11,1 Co 8:6,1 Co 8:6,1 Co 7:14,1 Co 6:15,1 Co 6:13,Ro 15:27,Ro 12:4,Ro 11:36,Ro 11:33,Ro 11:29,Ro 10:18,Ro 9:30,Ro 9:8,Ro 9:8,Ro 8:18,Ro 7:5,Ro 7:5,Ro 6:23,Ro 2:14,Ro 1:20,Ac 26:24,Ac 16:26,Ac 15:17,Ac 13:48,Ac 11:1,Ac 3:7,Ac 1:18,Jn 19:31,Jn 19:31,Jn 17:10,Jn 17:10,Jn 15:7,Jn 15:5,Jn 10:27,Jn 10:27,Jn 10:25,Jn 10:22,Jn 10:21,Jn 10:12,Jn 10:8,Jn 10:4,Jn 10:3,Jn 9:3,Jn 7:7,Jn 6:63,Jn 5:36,Jn 5:36,Jn 4:12,Jn 3:21,Jn 3:20,Jn 3:19,Lk 24:11,Lk 18:31,Lk 18:27,Lk 17:31,Lk 15:31,Lk 13:19,Lk 12:30,Lk 11:44,Lk 11:44,Lk 11:21,Lk 11:7,Lk 10:20,Lk 10:20,Lk 10:17,Lk 9:58,Lk 8:38,Lk 8:35,Lk 8:33,Lk 8:5,Lk 5:6,Lk 3:5,Lk 1:65,Mk 14:27,Mk 9:3,Mk 7:28,Mk 7:15,Mk 7:15,Mk 5:13,Mk 5:13,Mk 4:37,Mk 4:11,Mk 4:4,Mk 3:28,Mk 3:11,Mk 3:11,Mt 27:52,Mt 26:31,Mt 25:32,Mt 17:2,Mt 15:27,Mt 15:20,Mt 15:18,Mt 13:40,Mt 13:38,Mt 13:26,Mt 13:16,Mt 13:4,Mt 10:2,Mt 8:20,Mt 6:32	-	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 18:6	to withdraw	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	1 Co 9:13	sacred thing	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Mt 13:20,Mt 13:5	rocky (area)	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 9:62	to regret ⇔ to look back	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Re 18:14	luxury	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 23:48	to beat one’s chest (mourn)	-
τὰ	ὁ	neuter	accusative, nominative	-	-	-	-	plural	-	article	-	-	1 Pe 5:9,Heb 5:12,Eph 5:12,Ro 15:9,Ac 13:42	-	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	1 Co 8:10	idol-sacrificed food	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	2 Co 5:17	old (time)	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Re 21:4	first thing	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 6:34	equivalent	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	1 Co 14:25	secret	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 21:6	right (side location)	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 24:5	to bow down ⇔ bow one’s face to the ground	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Re 20:13,Re 20:12,Re 20:8,Re 20:8,Re 20:6,Re 20:3,Re 19:20,Re 19:19,Re 19:15,Re 18:19,Re 18:6,Re 18:6,Re 18:5,Re 17:7,Re 17:4,Re 16:15,Re 15:6,Re 14:8,Re 13:14,Re 12:5,Re 11:16,Re 11:9,Re 10:6,Re 10:6,Re 10:6,Re 9:20,Re 9:20,Re 9:20,Re 9:20,Re 9:20,Re 9:20,Re 9:20,Re 7:11,Re 7:3,Re 6:15,Re 5:13,Re 4:11,Re 3:15,Re 3:8,Re 3:4,Re 3:2,Re 3:2,Re 3:1,Re 3:1,Re 2:26,Re 2:23,Re 2:23,Re 2:19,Re 2:19,Re 2:19,Re 2:6,Re 2:5,Re 2:2,Re 1:3,3 Jn 10,3 Jn 4,1 Jn 5:15,1 Jn 5:2,1 Jn 4:1,1 Jn 3:22,1 Jn 3:8,1 Jn 2:15,2 Pe 2:20,2 Pe 1:3,1 Pe 1:11,Jas 3:13,Jas 3:3,Jas 2:16,Heb 13:11,Heb 12:16,Heb 12:12,Heb 11:28,Heb 9:25,Heb 9:23,Heb 9:23,Heb 9:21,Heb 9:12,Heb 8:4,Heb 6:9,Heb 5:14,Heb 5:1,Heb 3:9,Heb 2:17,Heb 2:8,Heb 2:8,Heb 1:3,Phm 20,Tt 1:5,2 Ti 4:14,2 Ti 4:13,2 Ti 3:15,2 Ti 3:15,2 Ti 1:9,1 Ti 6:13,1 Ti 5:13,1 Th 4:11,1 Th 3:10,1 Th 2:14,1 Th 2:7,Col 4:9,Col 4:8,Col 3:21,Col 3:8,Col 3:5,Col 3:5,Col 3:2,Col 3:2,Col 3:1,Col 2:22,Col 2:13,Col 2:8,Col 1:24,Col 1:20,Col 1:20,Col 1:20,Php 4:18,Php 4:7,Php 3:21,Php 3:19,Php 3:13,Php 3:8,Php 3:1,Php 2:23,Php 2:21,Php 2:21,Php 2:20,Php 2:19,Php 2:4,Php 2:4,Php 1:27,Php 1:10,Eph 6:22,Eph 6:21,Eph 6:16,Eph 6:16,Eph 6:12,Eph 6:9,Eph 6:4,Eph 5:28,Eph 4:15,Eph 4:10,Eph 4:9,Eph 3:14,Eph 3:9,Eph 3:6,Eph 2:14,Eph 2:3,Eph 1:23,Eph 1:11,Eph 1:10,Eph 1:10,Eph 1:10,Ga 6:17,Ga 6:2,Ga 5:21,Ga 4:9,Ga 4:3,Ga 3:22,Ga 3:14,Ga 3:8,Ga 2:14,Ga 2:9,Ga 2:8,Ga 1:21,2 Co 12:14,2 Co 11:30,2 Co 11:15,2 Co 10:16,2 Co 10:16,2 Co 9:12,2 Co 9:10,2 Co 5:19,2 Co 5:10,2 Co 4:18,2 Co 4:18,2 Co 4:4,2 Co 2:11,1 Co 15:28,1 Co 15:27,1 Co 13:11,1 Co 13:5,1 Co 13:3,1 Co 13:2,1 Co 12:31,1 Co 12:31,1 Co 12:18,1 Co 12:6,1 Co 12:2,1 Co 12:2,1 Co 11:34,1 Co 9:13,1 Co 9:11,1 Co 9:11,1 Co 7:34,1 Co 7:34,1 Co 7:33,1 Co 7:32,1 Co 6:15,1 Co 2:15,1 Co 2:14,1 Co 2:12,1 Co 2:11,1 Co 2:11,1 Co 2:10,1 Co 1:28,1 Co 1:28,1 Co 1:28,1 Co 1:27,1 Co 1:27,1 Co 1:27,Ro 16:26,Ro 16:17,Ro 15:22,Ro 15:17,Ro 15:16,Ro 15:1,Ro 14:19,Ro 14:19,Ro 13:12,Ro 13:12,Ro 12:1,Ro 11:3,Ro 10:18,Ro 8:32,Ro 8:11,Ro 8:5,Ro 8:5,Ro 6:19,Ro 6:19,Ro 6:13,Ro 6:13,Ro 4:25,Ro 4:17,Ro 3:13,Ro 3:8,Ro 3:2,Ro 2:26,Ro 2:22,Ro 2:18,Ro 2:14,Ro 2:6,Ro 2:3,Ro 2:2,Ro 2:1,Ro 1:32,Ro 1:28,Ro 1:24,Ac 28:31,Ac 28:15,Ac 28:10,Ac 27:32,Ac 27:22,Ac 25:14,Ac 24:22,Ac 24:22,Ac 24:10,Ac 23:30,Ac 23:15,Ac 23:11,Ac 23:8,Ac 22:23,Ac 22:20,Ac 21:21,Ac 21:21,Ac 21:6,Ac 20:32,Ac 20:22,Ac 20:2,Ac 19:25,Ac 19:19,Ac 19:13,Ac 19:13,Ac 19:12,Ac 19:8,Ac 19:1,Ac 18:25,Ac 18:6,Ac 18:6,Ac 17:30,Ac 17:25,Ac 17:24,Ac 17:23,Ac 16:38,Ac 16:26,Ac 16:22,Ac 16:4,Ac 16:4,Ac 15:27,Ac 15:7,Ac 14:16,Ac 14:15,Ac 14:14,Ac 13:46,Ac 13:34,Ac 13:34,Ac 13:29,Ac 13:22,Ac 12:8,Ac 11:22,Ac 11:6,Ac 11:6,Ac 11:6,Ac 10:45,Ac 10:44,Ac 10:33,Ac 8:6,Ac 7:58,Ac 7:57,Ac 7:19,Ac 6:14,Ac 5:20,Ac 4:29,Ac 4:24,Ac 2:45,Ac 2:14,Ac 2:10,Ac 1:3,Jn 21:25,Jn 21:17,Jn 21:16,Jn 21:15,Jn 20:6,Jn 20:5,Jn 19:33,Jn 19:32,Jn 19:27,Jn 19:24,Jn 19:23,Jn 18:4,Jn 17:8,Jn 16:32,Jn 16:13,Jn 15:24,Jn 14:12,Jn 14:11,Jn 14:10,Jn 14:10,Jn 13:4,Jn 12:48,Jn 12:13,Jn 12:6,Jn 11:52,Jn 11:52,Jn 10:37,Jn 10:14,Jn 10:12,Jn 10:4,Jn 10:3,Jn 9:4,Jn 8:47,Jn 8:41,Jn 8:39,Jn 8:29,Jn 8:20,Jn 7:3,Jn 6:28,Jn 6:24,Jn 6:12,Jn 6:2,Jn 3:34,Jn 3:2,Jn 2:23,Jn 1:11,Lk 24:47,Lk 24:44,Lk 24:35,Lk 24:27,Lk 24:19,Lk 24:18,Lk 24:12,Lk 23:48,Lk 23:34,Lk 23:28,Lk 21:36,Lk 21:29,Lk 21:24,Lk 21:22,Lk 21:21,Lk 21:4,Lk 21:1,Lk 20:25,Lk 20:25,Lk 19:44,Lk 19:42,Lk 19:36,Lk 19:35,Lk 19:8,Lk 18:34,Lk 18:28,Lk 18:24,Lk 18:16,Lk 18:15,Lk 17:31,Lk 17:30,Lk 17:10,Lk 17:9,Lk 17:1,Lk 16:21,Lk 16:7,Lk 16:6,Lk 16:1,Lk 15:4,Lk 14:32,Lk 14:26,Lk 13:34,Lk 12:33,Lk 12:27,Lk 11:47,Lk 11:41,Lk 11:22,Lk 11:20,Lk 11:19,Lk 11:18,Lk 11:17,Lk 11:15,Lk 10:34,Lk 10:8,Lk 10:7,Lk 9:7,Lk 9:1,Lk 8:29,Lk 8:10,Lk 7:1,Lk 6:30,Lk 6:26,Lk 6:23,Lk 5:11,Lk 5:7,Lk 5:5,Lk 5:4,Lk 5:2,Lk 2:51,Lk 2:39,Lk 2:19,Lk 1:44,Mk 16:8,Mk 15:24,Mk 15:20,Mk 13:28,Mk 13:16,Mk 13:14,Mk 13:10,Mk 12:17,Mk 12:17,Mk 11:25,Mk 11:8,Mk 11:7,Mk 10:32,Mk 10:23,Mk 10:14,Mk 10:1,Mk 8:33,Mk 8:33,Mk 8:23,Mk 8:10,Mk 7:33,Mk 7:27,Mk 7:24,Mk 7:19,Mk 5:26,Mk 4:32,Mk 4:16,Mk 3:27,Mk 3:22,Mk 3:15,Mk 2:2,Mk 1:39,Mk 1:34,Mk 1:19,Mk 1:18,Mt 28:19,Mt 28:15,Mt 28:11,Mt 27:54,Mt 27:35,Mt 27:31,Mt 27:25,Mt 27:9,Mt 27:6,Mt 27:5,Mt 27:3,Mt 26:65,Mt 25:33,Mt 25:33,Mt 25:32,Mt 25:28,Mt 25:27,Mt 25:22,Mt 25:20,Mt 25:17,Mt 25:16,Mt 25:14,Mt 24:32,Mt 24:17,Mt 24:16,Mt 23:37,Mt 23:37,Mt 23:29,Mt 23:23,Mt 23:5,Mt 23:5,Mt 23:5,Mt 23:3,Mt 22:21,Mt 22:21,Mt 22:7,Mt 21:8,Mt 21:7,Mt 19:14,Mt 19:1,Mt 18:31,Mt 18:31,Mt 18:25,Mt 18:12,Mt 18:12,Mt 18:7,Mt 17:24,Mt 17:24,Mt 16:23,Mt 16:23,Mt 16:13,Mt 16:3,Mt 15:39,Mt 15:24,Mt 15:24,Mt 15:21,Mt 14:29,Mt 14:28,Mt 13:48,Mt 13:48,Mt 13:41,Mt 13:32,Mt 13:30,Mt 13:29,Mt 13:11,Mt 12:29,Mt 12:28,Mt 12:27,Mt 12:24,Mt 11:2,Mt 10:6,Mt 10:6,Mt 9:34,Mt 8:33,Mt 8:16,Mt 6:28,Mt 6:26,Mt 6:16,Mt 6:15,Mt 6:14,Mt 6:12,Mt 5:16,Mt 4:21,Mt 4:20,Mt 3:11,Mt 2:22,Mt 2:18	-	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ac 11:6	quadruped	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Mk 4:19	remainder	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	1 Jn 3:17	to be hard-hearted ⇔ shut one’s bowels	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 5:29	good (moral concept)	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Mt 11:8	soft clothing	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	2 Co 10:15,2 Co 10:13	immeasurably	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Mt 19:21	possession	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ac 15:16	ruin	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Ro 3:8	good (moral concept)	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	1 Co 12:23	unpresentable part	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ac 21:5,Ac 20:36,Ac 9:40,Ac 7:60,Lk 22:41,Mk 15:19	to kneel ⇔ put one’s knees down	-
τὰ	ὁ	neuter	nominative, accusative	-	-	-	-	plural	-	article	-	-	Php 4:6,Eph 5:13,1 Co 15:28,Jn 10:14,Mt 18:3	-	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 16:25	badness	-
τὰ	ὁ	neuter	nominative	-	-	-	-	plural	-	article	-	-	Mt 22:4	fattened animal	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Lk 9:44	to listen carefully ⇔ put words in one’s ears	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jas 5:4	to be known ⇔ enter into one’s ears	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ro 10:15,Lk 16:25,Lk 12:18	good (valuable)	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Ac 5:38	current event	-
τὰ	ὁ	neuter	accusative	-	-	-	-	plural	-	article	-	-	Jn 20:14	to turn around	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Tt 2:4	young woman	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Mk 15:29,Mt 27:39	to shake one’s head	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Lk 22:53	to seize ⇔ extend one’s hands	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Ac 28:8,Ac 13:3,Ac 9:17,Ac 8:19,Ac 8:17,Ac 6:6,Lk 4:40	to lay on hands (endow)	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Re 22:18,Re 22:18,Re 22:14,Re 21:9,Re 20:4,Re 18:19,Re 17:17,Re 17:16,Re 17:7,Re 17:1,Re 16:10,Re 16:9,Re 16:4,Re 16:1,Re 15:6,Re 15:1,Re 14:12,Re 13:1,Re 12:17,Re 12:3,Re 11:11,Re 11:6,Re 10:3,Re 9:7,Re 8:10,Re 8:6,Re 7:14,Re 7:13,Re 7:13,Re 7:1,Re 6:15,Re 6:9,Re 5:9,Re 5:5,Re 5:2,Re 4:4,Re 1:20,Re 1:20,Re 1:18,Jud 18,Jud 16,Jud 13,2 Jn 6,1 Jn 5:3,1 Jn 5:2,1 Jn 3:24,1 Jn 3:22,1 Jn 3:16,1 Jn 3:5,1 Jn 2:4,1 Jn 2:3,1 Jn 1:9,1 Jn 1:9,2 Pe 3:16,2 Pe 3:3,1 Pe 4:19,1 Pe 3:7,1 Pe 2:24,1 Pe 2:9,1 Pe 1:11,Jas 5:16,Jas 5:8,Jas 5:5,Jas 5:4,Jas 5:3,Jas 1:21,Heb 12:12,Heb 11:17,Heb 11:13,Heb 10:32,Heb 10:22,Heb 10:16,Heb 10:11,Heb 9:6,Heb 8:10,Heb 7:6,Heb 6:12,Heb 4:7,Heb 3:15,Heb 3:10,Heb 3:8,Heb 2:17,Tt 3:14,Tt 2:12,2 Ti 4:13,2 Ti 4:3,2 Ti 3:6,2 Ti 2:23,2 Ti 2:16,1 Ti 6:20,1 Ti 5:23,1 Ti 5:13,1 Ti 5:3,1 Ti 1:18,2 Th 3:5,2 Th 2:17,2 Th 2:15,1 Th 3:13,1 Th 2:16,1 Th 2:8,1 Th 2:4,Col 4:8,Col 3:19,Col 2:15,Col 2:15,Php 4:7,Eph 6:22,Eph 6:12,Eph 6:12,Eph 6:11,Eph 5:28,Eph 5:25,Eph 4:22,Eph 3:21,Ga 4:6,2 Co 12:13,2 Co 11:33,2 Co 7:1,1 Co 15:4,1 Co 15:3,1 Co 11:2,1 Co 10:18,1 Co 7:2,1 Co 4:17,1 Co 4:17,1 Co 4:5,Ro 16:18,Ro 16:17,Ro 16:12,Ro 15:8,Ro 13:7,Ro 11:27,Ro 8:27,Ro 8:13,Ac 28:17,Ac 28:10,Ac 27:40,Ac 27:40,Ac 26:11,Ac 26:11,Ac 25:27,Ac 22:19,Ac 22:16,Ac 21:15,Ac 21:11,Ac 21:5,Ac 20:6,Ac 19:19,Ac 19:19,Ac 19:18,Ac 19:12,Ac 19:11,Ac 19:6,Ac 17:26,Ac 17:20,Ac 17:11,Ac 16:27,Ac 16:4,Ac 15:41,Ac 15:26,Ac 15:24,Ac 15:9,Ac 14:22,Ac 14:17,Ac 14:6,Ac 14:2,Ac 13:50,Ac 13:50,Ac 13:27,Ac 13:27,Ac 13:10,Ac 13:10,Ac 9:41,Ac 9:24,Ac 9:12,Ac 9:2,Ac 8:40,Ac 8:1,Ac 5:19,Ac 5:15,Ac 4:34,Ac 4:29,Ac 3:24,Ac 3:19,Ac 2:45,Ac 2:24,Ac 2:18,Jn 21:18,Jn 20:27,Jn 20:23,Jn 20:20,Jn 15:10,Jn 15:10,Jn 14:21,Jn 14:15,Jn 14:15,Jn 13:9,Jn 13:3,Jn 11:44,Jn 8:44,Jn 8:5,Jn 5:39,Jn 4:43,Jn 4:35,Jn 2:16,Jn 2:15,Jn 2:7,Lk 24:50,Lk 24:45,Lk 24:40,Lk 24:39,Lk 24:32,Lk 22:30,Lk 21:37,Lk 21:37,Lk 21:28,Lk 21:19,Lk 21:12,Lk 20:47,Lk 19:24,Lk 18:20,Lk 16:15,Lk 16:9,Lk 15:9,Lk 14:26,Lk 14:23,Lk 14:21,Lk 14:7,Lk 13:34,Lk 13:13,Lk 12:45,Lk 12:18,Lk 12:11,Lk 12:11,Lk 12:11,Lk 11:4,Lk 10:10,Lk 9:51,Lk 9:12,Lk 9:6,Lk 8:29,Lk 8:14,Lk 7:1,Lk 4:44,Lk 4:5,Lk 3:4,Lk 2:43,Lk 2:28,Lk 1:24,Mk 14:41,Mk 13:20,Mk 13:20,Mk 13:2,Mk 12:40,Mk 12:24,Mk 11:15,Mk 11:15,Mk 11:15,Mk 10:19,Mk 10:16,Mk 9:43,Mk 8:27,Mk 8:25,Mk 8:23,Mk 7:3,Mk 6:6,Mk 6:5,Mk 5:23,Mk 5:4,Mk 5:4,Mk 4:18,Mk 4:13,Mk 4:10,Mk 4:7,Mk 1:39,Mk 1:38,Mk 1:5,Mk 1:3,Mt 28:20,Mt 27:24,Mt 25:7,Mt 25:3,Mt 25:1,Mt 24:1,Mt 23:37,Mt 23:6,Mt 22:29,Mt 22:10,Mt 22:9,Mt 21:45,Mt 21:12,Mt 21:12,Mt 21:12,Mt 19:28,Mt 19:17,Mt 19:15,Mt 19:13,Mt 19:8,Mt 16:19,Mt 15:2,Mt 14:15,Mt 13:53,Mt 13:22,Mt 13:7,Mt 12:25,Mt 11:20,Mt 10:23,Mt 10:9,Mt 9:35,Mt 9:35,Mt 9:4,Mt 8:17,Mt 8:17,Mt 4:8,Mt 3:6,Mt 3:3	-	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	1 Pe 1:13	to prepare to think hard ⇔ gird up the loins of the mind	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Ac 21:27,Ac 12:1,Ac 5:18,Ac 4:3,Jn 7:44,Lk 21:12,Lk 20:19,Mk 14:46,Mt 26:50	to seize ⇔ lay a hand on	-
τὰς	ὁ	feminine	accusative	-	-	-	-	plural	-	article	-	-	Ro 10:21	to beckon welcomingly	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Ac 14:15,Ac 14:15,Ac 4:24,Ac 4:24,Lk 16:17	universe	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Ac 5:3	to tempt ⇔ fill the heart	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Lk 9:62	to begin ⇔ lay one’s hand to a plow	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Lk 9:24,Mk 8:35,Mt 16:25,Mt 10:39	to die ⇔ lose one’s life	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Ga 1:23	to convey the Gospel	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Re 17:2	populace ⇔ people	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Jn 13:2	to tempt ⇔ put in the heart	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Lk 24:5	to bow down ⇔ bow one’s face to the ground	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Jn 10:24	to hold in suspense ⇔ to lift a soul up	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Ro 11:3,Mt 2:20	to try to kill	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Mt 23:15	dry land	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	2 Ti 4:3	to desire to hear ⇔ be itchy of ear	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Jn 7:30	to seize ⇔ lay a hand on	-
τὴν	ὁ	feminine	accusative	-	-	-	-	singular	-	article	-	-	Ac 7:23	to begin to think ⇔ come upon one’s heart	-
