Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
ἥψατό	ἅπτομαι	-	-	aorist	middle	indicative	third person	singular	I touch	verb	7	-	Lk 8:46	to touch (make contact)	-
ἄρα	ἆρα	-	-	-	-	-	-	-	then, as a result	conjunction	49	-	Mt 18:1,Mt 19:25,Mt 19:27,Mt 24:45,Mk 4:41,Lk 1:66,Lk 8:25,Lk 12:42,Lk 22:23,Ac 12:18,Ac 21:38,2 Co 1:17	-	-
ἆρά	ἆρα	-	-	-	-	-	-	-	then, as a result	particle, conjunction	49	interrogative	Ac 8:30	-	-
ἆρα	ἆρα	-	-	-	-	-	-	-	then, as a result	particle	49	interrogative	Lk 18:8	-	-
ἆρα	ἆρα	-	-	-	-	-	-	-	then, as a result	particle, adverb	49	interrogative	Ga 2:17	-	-
Ἀβραάμ	Ἀβραάμ	masculine	nominative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Lk 16:25,Lk 16:29,Jn 8:39,Heb 7:2	-	-
Ἀβραάμ	Ἀβραάμ	masculine	vocative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Lk 16:24,Lk 16:30	-	-
Ἀβραάμ	Ἀβραάμ	masculine	genitive	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Ga 3:7	descendant of Abraham (spiritual)	-
Ἀβραάμ	Ἀβραάμ	masculine	genitive	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Mt 1:1,Lk 19:9,Jn 8:33,Jn 8:37,Jn 8:39,Jn 8:53,Ro 4:12,Ro 4:16,Ro 11:1,2 Co 11:22,Heb 7:5	-	-
Ἀβραάμ	Ἀβραάμ	masculine	dative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Ac 7:17,Ga 3:9	-	-
Ἀβραάμ	Ἀβραάμ	masculine	genitive	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Lk 16:22	heaven ⇔ Abraham’s bosom	-
Ἀβραάμ	Ἀβραάμ	masculine	dative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Mt 3:9,Lk 3:8	descendant of Abraham (spiritual)	-
Ἀβραάμ	Ἀβραάμ	masculine	accusative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Mt 3:9,Lk 3:8,Ac 3:25	-	-
Ἀβραὰμ	Ἀβραάμ	masculine	nominative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Mt 1:2,Jn 8:40,Jn 8:52,Jn 8:56,Ac 7:16,Ro 4:2,Ro 4:3,Ga 3:6,Ga 4:22,Heb 7:4,Heb 11:8,Heb 11:17,Jas 2:21,Jas 2:23	-	-
Ἀβραὰμ	Ἀβραάμ	masculine	accusative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Lk 1:73,Lk 13:28,Lk 16:23,Jn 8:57,Jn 8:58,Ro 4:1,Heb 7:6	-	-
Ἀβραὰμ	Ἀβραάμ	masculine	genitive	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Mt 1:17,Mt 8:11,Mt 22:32,Mk 12:26,Lk 3:34,Lk 13:16,Lk 20:37,Jn 8:39,Ac 3:13,Ac 7:32,Ac 13:26,Ro 9:7,Ga 3:14,Heb 2:16,Heb 7:9	-	-
Ἀβραὰμ	Ἀβραάμ	masculine	genitive	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Ga 3:29	descendant of Abraham (spiritual)	-
Ἀβραὰμ	Ἀβραάμ	masculine	dative	-	-	-	-	singular	Abraham	noun, indeclinable	43	-	Lk 1:55,Ac 7:2,Ro 4:9,Ro 4:13,Ga 3:8,Ga 3:16,Ga 3:18,Heb 6:13,Heb 7:1,1 Pe 3:6	-	-
Ἀγρίππα	Ἀγρίππας	masculine	genitive	-	-	-	-	singular	-	noun	-	-	Ac 25:23	-	-
Ἀγρίππα	Ἀγρίππας	masculine	vocative	-	-	-	-	singular	-	noun	-	-	Ac 25:24,Ac 25:26,Ac 26:2,Ac 26:19,Ac 26:27	-	-
Ἀγρίππας	Ἀγρίππας	masculine	nominative	-	-	-	-	singular	-	noun	-	-	Ac 25:13,Ac 25:22,Ac 26:1,Ac 26:28,Ac 26:32	-	-
Ἀδὰμ	Ἀδάμ	masculine	dative	-	-	-	-	singular	-	noun, indeclinable	-	-	1 Co 15:22	-	-
Ἀδὰμ	Ἀδάμ	masculine	nominative	-	-	-	-	singular	-	noun, indeclinable	-	-	1 Co 15:45,1 Co 15:45,1 Ti 2:13,1 Ti 2:14	-	-
Ἀδὰμ	Ἀδάμ	masculine	genitive	-	-	-	-	singular	-	noun, indeclinable	-	-	Lk 3:38,Ro 5:14,Ro 5:14,Jud 14	-	-
Ἀνδρέαν	Ἀνδρέας	masculine	accusative	-	-	-	-	singular	-	noun	-	-	Mt 4:18,Mk 1:16,Mk 3:18,Lk 6:14	-	-
Ἀνδρέας	Ἀνδρέας	masculine	nominative	-	-	-	-	singular	-	noun	-	-	Mt 10:2,Mk 13:3,Jn 1:40,Jn 6:8,Jn 12:22,Ac 1:13	-	-
Ἀνδρέου	Ἀνδρέας	masculine	genitive	-	-	-	-	singular	-	noun	-	-	Mk 1:29,Jn 1:44	-	-
Ἀνδρέᾳ	Ἀνδρέας	masculine	dative	-	-	-	-	singular	-	noun	-	-	Jn 12:22	-	-
Ἀντιπᾶς	Ἀντιπᾶς	masculine	nominative	-	-	-	-	singular	-	noun	-	-	Re 2:13	-	-
Ἀντιοχείας	Ἀντιόχεια	feminine	genitive	-	-	-	-	singular	Antioch	noun	46	-	Ac 11:19,Ac 11:22,Ac 14:19	-	-
Ἀντιοχείᾳ	Ἀντιόχεια	feminine	dative	-	-	-	-	singular	Antioch	noun	46	-	Ac 11:26,Ac 13:1,Ac 15:35,2 Ti 3:11	-	-
Ἀντιόχειαν	Ἀντιόχεια	feminine	accusative	-	-	-	-	singular	Antioch	noun	46	-	Ac 11:20,Ac 11:26,Ac 11:27,Ac 13:14,Ac 14:21,Ac 14:26,Ac 15:22,Ac 15:23,Ac 15:30,Ac 18:22,Ga 2:11	-	-
Ἀσία	Ἀσία	feminine	nominative	-	-	-	-	singular	Asia	noun	46	-	Ac 19:27	-	-
Ἀσίαν	Ἀσία	feminine	accusative	-	-	-	-	singular	Asia	noun	46	-	Ac 2:9,Ac 19:10,Ac 19:22,Ac 20:18,Ac 27:2	-	-
Ἀσίας	Ἀσία	feminine	genitive	-	-	-	-	singular	Asia	noun	46	-	Ac 6:9,Ac 19:26,Ac 21:27,Ac 24:19,Ro 16:5,1 Co 16:19,1 Pe 1:1	-	-
Ἀσίᾳ	Ἀσία	feminine	dative	-	-	-	-	singular	Asia	noun	46	-	Ac 16:6,Ac 20:16,2 Co 1:8,2 Ti 1:15,Re 1:4	-	-
Ἁνανία	Ἁνανίας	masculine	vocative	-	-	-	-	singular	-	noun	-	-	Ac 5:3,Ac 9:10	-	-
Ἁνανίαν	Ἁνανίας	masculine	accusative	-	-	-	-	singular	-	noun	-	-	Ac 9:12	-	-
Ἁνανίας	Ἁνανίας	masculine	nominative	-	-	-	-	singular	-	noun	-	-	Ac 5:1,Ac 5:5,Ac 9:10,Ac 9:13,Ac 9:17,Ac 22:12,Ac 23:2,Ac 24:1	-	-
Ἅννα	Ἅννα	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Lk 2:36	-	-
ἐάν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	conjunction	22	-	Mt 18:15,Mt 21:3,Mt 22:24,Mt 24:23,Mk 11:3,Mk 12:19,Mk 13:21,Lk 16:30,Lk 16:31,Lk 19:31,Lk 20:28,Jn 6:51,Jn 7:17,Jn 7:37,Jn 8:51,Jn 8:52,Jn 9:22,Jn 9:31,Jn 10:9,Jn 11:9,Jn 11:57,Jn 12:26,Jn 12:47,Jn 14:14,Jn 14:23,Ac 9:2,Ac 13:41,Ro 14:8,Ro 14:8,Ro 14:8,Ro 14:8,1 Co 5:11,2 Co 10:8,Eph 6:8,Col 3:13,1 Ti 1:8,Jas 5:19,1 Jn 2:1,1 Jn 2:15,1 Jn 4:20,1 Jn 5:14,Re 3:20,Re 22:18,Re 22:19	-	-
ἐάν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	particle	22	conditional	Mk 6:23	-	-
ἐὰν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	particle, conjunction	22	conditional	Ga 1:8,1 Th 2:7	-	-
ἐὰν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	conjunction, particle	22	-	Mt 16:19,Jn 15:7	-	-
ἐὰν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	conjunction	22	-	Mt 4:9,Mt 5:13,Mt 5:20,Mt 5:46,Mt 5:47,Mt 6:15,Mt 6:22,Mt 6:23,Mt 8:2,Mt 9:21,Mt 10:13,Mt 10:13,Mt 12:11,Mt 12:29,Mt 15:14,Mt 16:26,Mt 17:20,Mt 18:3,Mt 18:12,Mt 18:13,Mt 18:16,Mt 18:17,Mt 18:17,Mt 18:19,Mt 18:35,Mt 21:21,Mt 21:24,Mt 21:25,Mt 21:26,Mt 24:26,Mt 24:48,Mt 26:42,Mt 28:14,Mk 1:40,Mk 3:24,Mk 3:25,Mk 3:27,Mk 4:22,Mk 5:28,Mk 7:3,Mk 7:4,Mk 7:11,Mk 8:3,Mk 9:43,Mk 9:45,Mk 9:47,Mk 9:50,Mk 10:12,Mk 10:30,Mk 11:31,Mk 14:31,Lk 4:7,Lk 5:12,Lk 6:33,Lk 6:34,Lk 10:6,Lk 12:45,Lk 13:3,Lk 13:5,Lk 14:34,Lk 15:8,Lk 17:3,Lk 17:4,Lk 19:40,Lk 20:5,Lk 20:6,Lk 22:67,Lk 22:68,Jn 3:2,Jn 3:3,Jn 3:5,Jn 3:12,Jn 3:27,Jn 4:48,Jn 5:19,Jn 5:43,Jn 6:44,Jn 6:53,Jn 6:62,Jn 6:65,Jn 7:51,Jn 8:16,Jn 8:24,Jn 8:31,Jn 8:36,Jn 8:54,Jn 11:10,Jn 11:40,Jn 11:48,Jn 12:24,Jn 12:24,Jn 12:26,Jn 12:32,Jn 13:8,Jn 13:17,Jn 13:35,Jn 14:3,Jn 15:4,Jn 15:4,Jn 15:6,Jn 15:7,Jn 15:10,Jn 15:14,Jn 16:7,Jn 16:7,Jn 19:12,Jn 20:25,Jn 21:22,Jn 21:23,Jn 21:25,Ac 5:38,Ac 8:31,Ac 15:1,Ac 26:5,Ac 27:31,Ro 2:25,Ro 2:25,Ro 2:26,Ro 7:2,Ro 7:3,Ro 7:3,Ro 9:27,Ro 10:9,Ro 10:15,Ro 11:22,Ro 11:23,Ro 12:20,Ro 12:20,Ro 13:4,Ro 14:23,Ro 15:24,1 Co 4:15,1 Co 4:19,1 Co 6:4,1 Co 7:8,1 Co 7:11,1 Co 7:28,1 Co 7:28,1 Co 7:36,1 Co 7:39,1 Co 7:40,1 Co 8:8,1 Co 8:8,1 Co 8:10,1 Co 9:16,1 Co 9:16,1 Co 10:28,1 Co 11:14,1 Co 11:15,1 Co 12:15,1 Co 12:16,1 Co 13:2,1 Co 13:2,1 Co 13:3,1 Co 14:6,1 Co 14:6,1 Co 14:7,1 Co 14:8,1 Co 14:9,1 Co 14:11,1 Co 14:14,1 Co 14:16,1 Co 14:24,1 Co 14:28,1 Co 14:30,1 Co 15:36,1 Co 16:4,1 Co 16:7,2 Co 5:1,2 Co 9:4,2 Co 13:2,Ga 2:16,Ga 5:2,Ga 6:1,Col 4:10,1 Th 3:8,2 Th 2:3,1 Ti 2:15,1 Ti 3:15,2 Ti 2:5,2 Ti 2:5,2 Ti 2:21,Heb 3:7,Heb 3:15,Heb 4:7,Heb 10:38,Heb 13:23,Jas 2:2,Jas 2:14,Jas 2:15,Jas 2:17,Jas 4:15,1 Pe 3:13,1 Jn 1:6,1 Jn 1:7,1 Jn 1:8,1 Jn 1:9,1 Jn 1:10,1 Jn 2:3,1 Jn 2:24,1 Jn 2:28,1 Jn 2:29,1 Jn 3:2,1 Jn 3:20,1 Jn 3:21,1 Jn 4:12,1 Jn 5:15,3 Jn 10,Re 2:5,Re 2:22,Re 3:3	-	-
ἐὰν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	particle	22	conditional	Mt 5:19,Mt 5:32,Mt 7:12,Mt 8:19,Mt 11:6,Mt 11:27,Mt 12:32,Mt 14:7,Mt 15:5,Mt 16:19,Mt 16:25,Mt 18:5,Mt 18:18,Mt 18:18,Mt 18:19,Mt 20:4,Mt 20:26,Mt 22:9,Mt 23:3,Mt 24:28,Mt 26:13,Mk 3:28,Mk 6:10,Mk 6:22,Mk 7:11,Mk 8:35,Mk 8:38,Mk 9:18,Mk 10:35,Mk 13:11,Mk 14:9,Mk 14:14,Lk 4:6,Lk 7:23,Lk 9:48,Lk 9:57,Lk 10:22,Lk 17:33,Ac 3:23,Ac 7:7,Ac 8:19,1 Co 6:18,1 Co 11:25,1 Co 11:26,1 Co 16:2,1 Co 16:3,1 Co 16:6,2 Co 3:16,2 Co 8:12,Ga 5:10,Ga 5:17,Ga 6:7,Col 3:17,Col 3:23,Jas 4:4,1 Jn 3:22,1 Jn 4:15,1 Jn 5:15,3 Jn 5,Re 3:19,Re 11:6,Re 13:15	-	-
Ἐάν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	conjunction	22	-	1 Jn 5:16	-	-
Ἐὰν	ἐάν	-	-	-	-	-	-	-	if; if ever (combination of εἰ and ἀν)	conjunction	22	-	Mt 5:23,Mt 6:14,Mt 18:15,Lk 17:3,Jn 5:31,Jn 14:15,1 Co 13:1,1 Co 14:23,1 Co 16:10,2 Co 12:6	-	-
ἐγγίζει	ἐγγίζω	-	-	present	active	indicative	third person	singular	I draw near, approach	verb	14	-	Lk 21:28	to approach (time)	-
ἐγγίζει	ἐγγίζω	-	-	present	active	indicative	third person	singular	I draw near, approach	verb	14	-	Lk 12:33	to approach	-
ἐγγίζειν	ἐγγίζω	-	-	present	active	infinitive	-	-	I draw near, approach	verb	14	-	Lk 18:35,Ac 9:3	to approach	-
ἐγγίζομεν	ἐγγίζω	-	-	present	active	indicative	first person	plural	I draw near, approach	verb	14	-	Heb 7:19	to approach	-
ἐγγίζοντες	ἐγγίζω	masculine	nominative	present	active	participle	-	plural	I draw near, approach	verb	14	-	Lk 15:1	to approach	-
ἐγγίζοντι	ἐγγίζω	masculine	dative	present	active	participle	-	singular	I draw near, approach	verb	14	-	Ac 22:6	to approach	-
ἐγγίζουσαν	ἐγγίζω	feminine	accusative	present	active	participle	-	singular	I draw near, approach	verb	14	-	Heb 10:25	to approach (time)	-
ἐγγίζουσιν	ἐγγίζω	-	-	present	active	indicative	third person	plural	I draw near, approach	verb	14	-	Mk 11:1	to approach	-
ἐγγίσαι	ἐγγίζω	-	-	aorist	active	infinitive	-	-	I draw near, approach	verb	14	-	Ac 23:15	to approach	-
ἐγγίσαντος	ἐγγίζω	masculine	genitive	aorist	active	participle	-	singular	I draw near, approach	verb	14	-	Lk 18:40	to approach	-
ἐγγίσας	ἐγγίζω	masculine	nominative	aorist	active	participle	-	singular	I draw near, approach	verb	14	-	Lk 24:15,Ac 21:33	to approach	-
ἐγγίσατε	ἐγγίζω	-	-	aorist	active	imperative	second person	plural	I draw near, approach	verb	14	-	Jas 4:8	to approach	-
ἐγγιεῖ	ἐγγίζω	-	-	future	active	indicative	third person	singular	I draw near, approach	verb	14	-	Jas 4:8	to approach	-
ἐγγιζόντων	ἐγγίζω	masculine	genitive	present	active	participle	-	plural	I draw near, approach	verb	14	-	Ac 10:9	to approach	-
Ἐγγίζοντος	ἐγγίζω	masculine	genitive	present	active	participle	-	singular	I draw near, approach	verb	14	-	Lk 19:37	to approach	-
ἤγγιζεν	ἐγγίζω	-	-	imperfect	active	indicative	third person	singular	I draw near, approach	verb	14	-	Ac 7:17	to approach (time)	-
ἤγγικεν	ἐγγίζω	-	-	perfect	active	indicative	third person	singular	I draw near, approach	verb	14	-	Mt 26:46,Mk 14:42	to approach	-
ἤγγικεν	ἐγγίζω	-	-	perfect	active	indicative	third person	singular	I draw near, approach	verb	14	-	Mt 3:2,Mt 4:17,Mt 10:7,Mt 26:45,Mk 1:15,Lk 10:9,Lk 10:11,Lk 21:8,Lk 21:20,Ro 13:12,Jas 5:8,1 Pe 4:7	to approach (time)	-
ἤγγισαν	ἐγγίζω	-	-	aorist	active	indicative	third person	plural	I draw near, approach	verb	14	-	Mt 21:1,Lk 24:28	to approach	-
ἤγγισεν	ἐγγίζω	-	-	aorist	active	indicative	third person	singular	I draw near, approach	verb	14	-	Php 2:30	to approach (a state)	-
ἤγγισεν	ἐγγίζω	-	-	aorist	active	indicative	third person	singular	I draw near, approach	verb	14	-	Mt 21:34	to approach (time)	-
ἤγγισεν	ἐγγίζω	-	-	aorist	active	indicative	third person	singular	I draw near, approach	verb	14	-	Lk 7:12,Lk 15:25,Lk 19:29,Lk 19:41,Lk 22:47	to approach	-
Ἤγγιζεν	ἐγγίζω	-	-	imperfect	active	indicative	third person	singular	I draw near, approach	verb	14	-	Lk 22:1	to approach (time)	-
ἐγγύς	ἐγγύς	-	-	-	-	-	-	-	near	preposition, adverb	37	-	Ro 10:8,Heb 6:8	-	-
ἐγγύς	ἐγγύς	-	-	-	-	-	-	-	near	adverb	37	-	Mt 24:33,Mt 26:18,Mk 13:29,Lk 21:31,Re 22:10	to approach (time), near	-
ἐγγύς	ἐγγύς	-	-	-	-	-	-	-	near	adverb	37	-	Eph 2:17,Php 4:5,Re 1:3	near	-
ἐγγύτερον	ἐγγύς	-	-	-	-	-	-	-	near	adverb	37	-	Ro 13:11	near	-
ἐγγὺς	ἐγγύς	-	-	-	-	-	-	-	near	adverb	37	-	Mt 24:32,Eph 2:13	near	-
ἐγγὺς	ἐγγύς	-	-	-	-	-	-	-	near	adverb	37	-	Mk 13:28,Lk 21:30,Jn 2:13,Jn 6:4,Jn 7:2,Jn 11:55,Jn 19:42	to approach (time), near	-
ἐγγὺς	ἐγγύς	-	-	-	-	-	-	-	near	preposition, adverb	37	-	Lk 19:11,Jn 3:23,Jn 6:23,Jn 11:18,Jn 11:54,Ac 1:12,Ac 9:38,Ac 27:8,Heb 8:13	-	-
ἐγγὺς	ἐγγύς	-	-	-	-	-	-	-	near	preposition, adverb	37	-	Jn 6:19	to approach	-
ἐγγὺς	ἐγγύς	-	-	-	-	-	-	-	near	preposition, adverb	37	-	Jn 19:20	near	-
ἐγέρθητε	ἐγείρω	-	-	aorist	passive	imperative	second person	plural	I raise	verb	18	-	Mt 17:7	to stand up (arise)	-
ἐγέρθητι	ἐγείρω	-	-	aorist	passive	imperative	second person	singular	I raise	verb	18	-	Lk 7:14	to resurrect ⇔ wake up	-
ἐγήγερται	ἐγείρω	-	-	perfect	passive	indicative	third person	singular	I raise	verb	18	-	Mk 6:14,1 Co 15:4,1 Co 15:12,1 Co 15:13,1 Co 15:14,1 Co 15:16,1 Co 15:17,1 Co 15:20	to resurrect ⇔ wake up	-
ἐγήγερται	ἐγείρω	-	-	perfect	passive	indicative	third person	singular	I raise	verb	18	-	Mt 11:11	to arise (originate)	-
ἐγείραντα	ἐγείρω	masculine	accusative	aorist	active	participle	-	singular	I raise	verb	18	-	Ro 4:24,1 Pe 1:21	to resurrect ⇔ wake up (someone)	-
ἐγείραντος	ἐγείρω	masculine	genitive	aorist	active	participle	-	singular	I raise	verb	18	-	Ro 8:11,Ga 1:1,Col 2:12	to resurrect ⇔ wake up (someone)	-
ἐγείρας	ἐγείρω	masculine	nominative	aorist	active	participle	-	singular	I raise	verb	18	-	Ro 8:11,2 Co 4:14,Eph 1:20	to resurrect ⇔ wake up (someone)	-
ἐγείρει	ἐγείρω	-	-	present	active	indicative	third person	singular	I raise	verb	18	-	Jn 5:21,Ac 26:8	to resurrect ⇔ wake up (someone)	-
ἐγείρειν	ἐγείρω	-	-	present	active	infinitive	-	-	I raise	verb	18	-	Heb 11:19	to resurrect ⇔ wake up	-
ἐγείρειν	ἐγείρω	-	-	present	active	infinitive	-	-	I raise	verb	18	-	Php 1:17	to raise (bring into being)	-
ἐγείρεσθε	ἐγείρω	-	-	present	either middle or passive	imperative	second person	plural	I raise	verb	18	-	Mk 14:42	to get up (stand)	-
ἐγείρεσθε	ἐγείρω	-	-	present	either middle or passive	imperative	second person	plural	I raise	verb	18	-	Jn 14:31	to rise up	-
ἐγείρεσθε	ἐγείρω	-	-	present	either middle or passive	imperative	second person	plural	I raise	verb	18	-	Mt 26:46	to arise (originate)	-
ἐγείρεται	ἐγείρω	-	-	present	passive	indicative	third person	singular	I raise	verb	18	-	1 Co 15:42,1 Co 15:43,1 Co 15:43,1 Co 15:44	to resurrect ⇔ wake up	-
ἐγείρεται	ἐγείρω	-	-	present	passive	indicative	third person	singular	I raise	verb	18	-	Jn 13:4	to stand up (arise)	-
ἐγείρεται	ἐγείρω	-	-	present	passive	indicative	third person	singular	I raise	verb	18	-	Jn 7:52	to arise (originate)	-
ἐγείρετε	ἐγείρω	-	-	present	active	imperative	second person	plural	I raise	verb	18	-	Mt 10:8	to resurrect ⇔ wake up (someone)	-
ἐγείρηται	ἐγείρω	-	-	present	passive	subjunctive	third person	singular	I raise	verb	18	-	Mk 4:27	to arise (get up)	-
ἐγείρομαι	ἐγείρω	-	-	present	passive	indicative	first person	singular	I raise	verb	18	-	Mt 27:63	to resurrect ⇔ wake up	-
ἐγείρονται	ἐγείρω	-	-	present	passive	indicative	third person	plural	I raise	verb	18	-	Mt 11:5,Mk 12:26,Lk 7:22,Lk 20:37,1 Co 15:15,1 Co 15:16,1 Co 15:29,1 Co 15:32,1 Co 15:35	to resurrect ⇔ wake up	-
ἐγείροντι	ἐγείρω	masculine	dative	present	active	participle	-	singular	I raise	verb	18	-	2 Co 1:9	to resurrect ⇔ wake up (someone)	-
ἐγείρουσιν	ἐγείρω	-	-	present	active	indicative	third person	plural	I raise	verb	18	-	Mk 4:38	to get someone up	-
ἐγερεῖ	ἐγείρω	-	-	future	active	indicative	third person	singular	I raise	verb	18	-	Mt 12:11	to raise	-
ἐγερεῖ	ἐγείρω	-	-	future	active	indicative	third person	singular	I raise	verb	18	-	2 Co 4:14	to resurrect ⇔ wake up (someone)	-
ἐγερεῖ	ἐγείρω	-	-	future	active	indicative	third person	singular	I raise	verb	18	-	Jas 5:15	to heal ⇔ stand up	-
ἐγερεῖς	ἐγείρω	-	-	future	active	indicative	second person	singular	I raise	verb	18	-	Jn 2:20	to set up (erect)	-
ἐγερθέντι	ἐγείρω	masculine	dative	aorist	passive	participle	-	singular	I raise	verb	18	-	Ro 7:4,2 Co 5:15	to resurrect ⇔ wake up	-
ἐγερθήσεται	ἐγείρω	-	-	future	passive	indicative	third person	singular	I raise	verb	18	-	Mt 12:42,Mt 17:23,Mt 20:19	to resurrect ⇔ wake up	-
ἐγερθήσεται	ἐγείρω	-	-	future	passive	indicative	third person	singular	I raise	verb	18	-	Lk 11:31	to rise up	-
ἐγερθήσεται	ἐγείρω	-	-	future	passive	indicative	third person	singular	I raise	verb	18	-	Mt 24:7,Mk 13:8,Lk 21:10	to war ⇔ rise	-
ἐγερθήσονται	ἐγείρω	-	-	future	passive	indicative	third person	plural	I raise	verb	18	-	Mt 24:11,Mt 24:24,Mk 13:22	to arise (originate)	-
ἐγερθήσονται	ἐγείρω	-	-	future	passive	indicative	third person	plural	I raise	verb	18	-	1 Co 15:52	to resurrect ⇔ wake up	-
ἐγερθείς	ἐγείρω	masculine	nominative	aorist	passive	participle	-	singular	I raise	verb	18	-	Ro 8:34	to resurrect ⇔ wake up	-
ἐγερθεὶς	ἐγείρω	masculine	nominative	aorist	passive	participle	-	singular	I raise	verb	18	-	Mt 8:26,Lk 11:8	to stand up (arise)	-
ἐγερθεὶς	ἐγείρω	masculine	nominative	aorist	passive	participle	-	singular	I raise	verb	18	-	Mt 1:24,Mt 2:13,Mt 2:14,Mt 2:20,Mt 2:21	to arise (get up)	-
ἐγερθεὶς	ἐγείρω	masculine	nominative	aorist	passive	participle	-	singular	I raise	verb	18	-	Jn 21:14,Ro 6:9	to resurrect ⇔ wake up	-
ἐγερθεὶς	ἐγείρω	masculine	nominative	aorist	passive	participle	-	singular	I raise	verb	18	-	Mt 9:6,Mt 9:7,Mt 9:19	to get up (stand)	-
ἐγερθῆναί	ἐγείρω	-	-	aorist	passive	infinitive	-	-	I raise	verb	18	-	Mt 26:32,Mk 14:28	to resurrect ⇔ wake up	-
ἐγερθῆναι	ἐγείρω	-	-	aorist	passive	infinitive	-	-	I raise	verb	18	-	Mt 16:21,Lk 9:22	to resurrect ⇔ wake up	-
ἐγερθῆναι	ἐγείρω	-	-	aorist	passive	infinitive	-	-	I raise	verb	18	-	Ro 13:11	to arise (get up)	-
ἐγερθῇ	ἐγείρω	-	-	aorist	passive	subjunctive	third person	singular	I raise	verb	18	-	Lk 13:25	to rise up	-
ἐγερθῇ	ἐγείρω	-	-	aorist	passive	subjunctive	third person	singular	I raise	verb	18	-	Mt 17:9	to resurrect ⇔ wake up	-
ἐγερῶ	ἐγείρω	-	-	future	active	indicative	first person	singular	I raise	verb	18	-	Jn 2:19	to resurrect ⇔ wake up (someone)	-
ἐγεῖραι	ἐγείρω	-	-	aorist	active	infinitive	-	-	I raise	verb	18	-	Lk 3:8	to raise (bring into being)	-
ἐγεῖραι	ἐγείρω	-	-	aorist	active	infinitive	-	-	I raise	verb	18	-	Mt 3:9	to create ⇔ set up	-
ἐγηγερμένον	ἐγείρω	masculine	accusative	perfect	passive	participle	-	singular	I raise	verb	18	-	Mk 16:14,2 Ti 2:8	to resurrect ⇔ wake up	-
ἔγειρε	ἐγείρω	-	-	present	active	imperative	second person	singular	I raise	verb	18	-	Mt 9:5,Mk 2:9,Mk 2:11,Mk 10:49,Lk 5:23,Lk 5:24,Lk 6:8,Lk 8:54,Jn 5:8	to stand up (arise)	-
ἔγειρε	ἐγείρω	-	-	present	active	imperative	second person	singular	I raise	verb	18	-	Eph 5:14	to arise (get up)	-
ἔγειρε	ἐγείρω	-	-	present	active	imperative	second person	singular	I raise	verb	18	-	Mk 3:3,Re 11:1	to rise up	-
ἔγειρε	ἐγείρω	-	-	present	active	imperative	second person	singular	I raise	verb	18	-	Ac 3:6	-	-
ἔγειρε	ἐγείρω	-	-	present	active	imperative	second person	singular	I raise	verb	18	-	Mk 5:41	to resurrect ⇔ wake up, to arise (get up)	-
ἠγέρθη	ἐγείρω	-	-	aorist	passive	indicative	third person	singular	I raise	verb	18	-	Lk 7:16	to arise (originate)	-
ἠγέρθη	ἐγείρω	-	-	aorist	passive	indicative	third person	singular	I raise	verb	18	-	Mt 9:25,Mt 14:2,Mt 27:64,Mt 28:6,Mt 28:7,Mk 6:16,Mk 16:6,Lk 9:7,Lk 24:6,Lk 24:34,Jn 2:22,Ro 4:25,Ro 6:4	to resurrect ⇔ wake up	-
ἠγέρθη	ἐγείρω	-	-	aorist	passive	indicative	third person	singular	I raise	verb	18	-	Ac 9:8	to rise up	-
ἠγέρθη	ἐγείρω	-	-	aorist	passive	indicative	third person	singular	I raise	verb	18	-	Mt 8:15,Jn 11:29	to stand up (arise)	-
ἠγέρθη	ἐγείρω	-	-	aorist	passive	indicative	third person	singular	I raise	verb	18	-	Mk 2:12	to get up (stand)	-
ἠγέρθησαν	ἐγείρω	-	-	aorist	passive	indicative	third person	plural	I raise	verb	18	-	Mt 25:7	to arise (get up)	-
ἠγέρθησαν	ἐγείρω	-	-	aorist	passive	indicative	third person	plural	I raise	verb	18	-	Mt 27:52	to resurrect ⇔ wake up	-
